 Date Time CO OZ NO2 NO
 31.03.13 12:00 ---- 0.19 0.23 0.08
 -------- 13:00 ---- 0.17 0.25 0.09
 -------- 14:00 ---- 0.15 0.26 0.11
 -------- 15:00 ---- 0.13 0.28 0.13
 -------- 16:00 ---- 0.17 0.25 0.08
 31.03.13 17:00 ---- 0.31 0.19 0.03
 -------- 18:00 ---- 0.32 0.21 0.03
 -------- 19:00 ---- 0.31 0.21 0.03
 -------- 20:00 ---- 0.24 0.23 0.03
 -------- 21:00 ---- 0.12 0.29 0.09
 31.03.13 22:00 ---- 0.14 0.27 0.06
 -------- 23:00 ---- 0.05 0.36 0.29
 -------- 00:00 ---- 0.05 0.34 0.23
 -------- 01:00 ---- 0.05 0.33 0.29
 -------- 02:00 ---- 0.05 0.32 0.29
 01.04.13 03:00 ---- 0.05 0.30 0.20
 -------- 04:00 ---- 0.05 0.29 0.19
 -------- 05:00 ---- 0.05 0.28 0.21
 -------- 06:00 ---- 0.05 0.29 0.28
 -------- 07:00 ---- 0.05 0.27 0.25
 01.04.13 08:00 ---- 0.06 0.27 0.16
 -------- 09:00 ---- 0.07 0.26 0.15
 -------- 10:00 ---- 0.09 0.24 0.13
 -------- 11:00 ---- 0.10 0.21 0.13
 -------- 12:00 ---- 0.10 0.21 0.12
 01.04.13 13:00 ---- 0.10 0.22 0.11
 -------- 14:00 ---- 0.08 0.24 0.16
 -------- 15:00 ---- 0.12 0.22 0.10
 -------- 16:00 ---- 0.13 0.21 0.09
 -------- 17:00 ---- 0.12 0.22 0.09
 01.04.13 18:00 ---- 0.07 0.25 0.12
 -------- 19:00 ---- 0.06 0.25 0.10
 -------- 20:00 ---- 0.07 0.24 0.10
 -------- 21:00 ---- 0.08 0.24 0.09
 -------- 22:00 ---- 0.06 0.27 0.10
 01.04.13 23:00 ---- 0.06 0.28 0.15
 -------- 00:00 ---- 0.05 0.28 0.17
 -------- 01:00 ---- 0.05 0.27 0.15
 -------- 02:00 ---- 0.05 0.27 0.13
 -------- 03:00 ---- 0.05 0.27 0.13
 02.04.13 04:00 ---- 0.06 0.26 0.10
 -------- 05:00 ---- 0.05 0.27 0.18
 -------- 06:00 ---- 0.05 0.28 0.24
 -------- 07:00 ---- 0.05 0.29 0.28
 -------- 08:00 ---- 0.05 0.29 0.26
 02.04.13 09:00 ---- 0.08 0.27 0.13
 -------- 10:00 ---- 0.13 0.27 0.10
 -------- 11:00 ---- 0.18 0.26 0.08
