 Date Time CO OZ NO2 NO
 12.01.13 00:00 0.16 ---- 0.20 0.11
 -------- 01:00 0.16 ---- 0.20 0.11
 -------- 02:00 0.13 ---- 0.20 0.08
 -------- 03:00 0.13 ---- 0.20 0.08
 -------- 04:00 0.12 ---- 0.19 0.06
 12.01.13 05:00 0.12 ---- 0.20 0.07
 -------- 06:00 0.14 ---- 0.21 0.11
 -------- 07:00 0.16 ---- 0.21 0.14
 -------- 08:00 0.22 ---- 0.23 0.20
 -------- 09:00 0.24 ---- 0.23 0.21
 12.01.13 10:00 0.25 ---- 0.22 0.17
 -------- 11:00 0.29 ---- 0.22 0.19
 -------- 12:00 0.33 ---- 0.24 0.22
 -------- 13:00 0.41 ---- 0.25 0.29
 -------- 14:00 0.40 ---- 0.26 0.27
 12.01.13 15:00 0.42 ---- 0.26 0.30
 -------- 16:00 0.37 ---- 0.26 0.24
 -------- 17:00 0.39 ---- 0.27 0.29
 -------- 18:00 0.43 ---- 0.26 0.34
 -------- 19:00 0.42 ---- 0.26 0.34
 12.01.13 20:00 0.43 ---- 0.25 0.33
 -------- 21:00 0.42 ---- 0.25 0.35
 -------- 22:00 0.45 ---- 0.26 0.38
 -------- 23:00 0.42 ---- 0.25 0.36
 -------- 00:00 0.42 ---- 0.25 0.37
 13.01.13 01:00 0.43 ---- 0.26 0.42
 -------- 02:00 0.34 ---- 0.23 0.25
 -------- 03:00 0.31 ---- 0.22 0.25
 -------- 04:00 0.17 ---- 0.21 0.13
 -------- 05:00 0.13 ---- 0.20 0.09
 13.01.13 06:00 0.10 ---- 0.19 0.07
 -------- 07:00 0.09 ---- 0.18 0.04
 -------- 08:00 0.09 ---- 0.18 0.04
 -------- 09:00 0.10 ---- 0.17 0.03
 -------- 10:00 0.13 ---- 0.17 0.03
 13.01.13 11:00 0.14 ---- 0.16 0.04
 -------- 12:00 0.13 ---- 0.15 0.04
 -------- 13:00 0.15 ---- 0.16 0.04
 -------- 14:00 0.14 ---- 0.16 0.03
 -------- 15:00 0.16 ---- 0.18 0.04
 13.01.13 16:00 0.15 ---- 0.19 0.04
 -------- 17:00 0.15 ---- 0.19 0.03
 -------- 18:00 0.16 ---- 0.20 0.03
 -------- 19:00 0.19 ---- 0.19 0.03
 -------- 20:00 0.15 ---- 0.19 0.03
 13.01.13 21:00 0.15 ---- 0.19 0.03
 -------- 22:00 0.14 ---- 0.19 0.03
 -------- 23:00 0.15 ---- 0.20 0.03
