 Date Time CO OZ NO2 NO
 17.05.13 00:00 0.17 0.14 0.40 ----
 -------- 01:00 0.17 0.11 0.46 ----
 -------- 02:00 0.14 0.12 0.43 ----
 -------- 03:00 0.12 0.10 0.41 ----
 -------- 04:00 0.11 0.12 0.36 ----
 17.05.13 05:00 0.12 0.14 0.31 ----
 -------- 06:00 0.18 0.11 0.38 ----
 -------- 07:00 0.30 0.10 0.47 ----
 -------- 08:00 0.38 0.13 0.44 ----
 -------- 09:00 0.25 0.19 0.40 ----
 17.05.13 10:00 0.23 0.24 0.35 ----
 -------- 11:00 0.18 0.33 0.28 ----
 -------- 12:00 0.17 0.32 0.31 ----
 -------- 13:00 0.17 0.33 0.34 ----
 -------- 14:00 0.18 0.33 0.30 ----
 17.05.13 15:00 0.24 0.26 0.41 ----
 -------- 16:00 0.26 0.22 0.38 ----
 -------- 17:00 0.24 0.23 0.27 ----
 -------- 18:00 0.19 0.23 0.27 ----
 -------- 19:00 0.20 0.24 0.32 ----
 17.05.13 20:00 0.15 0.20 0.24 ----
 -------- 21:00 0.21 0.19 0.28 ----
 -------- 22:00 0.21 0.13 0.34 ----
 -------- 23:00 0.25 0.09 0.35 ----
 -------- 00:00 0.26 0.07 0.32 ----
 18.05.13 01:00 0.22 0.03 0.32 ----
 -------- 02:00 0.21 0.03 0.30 ----
 -------- 03:00 0.17 0.03 0.30 ----
 -------- 04:00 0.17 0.04 0.32 ----
 -------- 05:00 0.13 0.08 0.28 ----
 18.05.13 06:00 0.17 0.07 0.27 ----
 -------- 07:00 0.22 0.07 0.27 ----
 -------- 08:00 0.19 0.10 0.26 ----
 -------- 09:00 0.22 0.08 0.29 ----
 -------- 10:00 0.17 0.15 0.30 ----
 18.05.13 11:00 0.15 0.28 0.19 ----
 -------- 12:00 0.16 0.30 0.23 ----
 -------- 13:00 0.15 0.35 0.22 ----
 -------- 14:00 0.14 0.36 0.19 ----
 -------- 15:00 0.15 0.35 0.23 ----
 18.05.13 16:00 0.15 0.31 0.27 ----
 -------- 17:00 0.18 0.28 0.29 ----
 -------- 18:00 0.17 0.25 0.30 ----
 -------- 19:00 0.13 0.18 0.29 ----
 -------- 20:00 0.19 0.05 0.39 ----
 18.05.13 21:00 0.16 0.07 0.41 ----
 -------- 22:00 0.40 0.04 0.51 ----
 -------- 23:00 0.28 0.07 0.47 ----
