 Date Time CO OZ NO2 NO
 14.05.13 12:00 0.16 ---- ---- ----
 -------- 13:00 0.13 ---- ---- ----
 -------- 14:00 0.13 0.34 0.21 ----
 -------- 15:00 0.11 0.33 0.30 ----
 -------- 16:00 0.15 0.32 0.33 ----
 14.05.13 17:00 0.15 0.30 0.32 ----
 -------- 18:00 0.15 0.27 0.33 ----
 -------- 19:00 0.17 0.22 0.36 ----
 -------- 20:00 0.25 0.08 0.60 ----
 -------- 21:00 0.27 0.13 0.48 ----
 14.05.13 22:00 0.23 0.19 0.45 ----
 -------- 23:00 0.24 0.06 0.59 ----
 -------- 00:00 0.20 0.06 0.60 ----
 -------- 01:00 0.17 0.10 0.48 ----
 -------- 02:00 0.15 0.10 0.41 ----
 15.05.13 03:00 0.17 0.02 0.58 ----
 -------- 04:00 0.15 0.01 0.54 ----
 -------- 05:00 0.17 0.04 0.53 ----
 -------- 06:00 0.30 0.03 0.55 ----
 -------- 07:00 0.41 0.04 0.57 ----
 15.05.13 08:00 0.33 0.07 0.56 ----
 -------- 09:00 0.29 0.07 0.59 ----
 -------- 10:00 0.22 0.21 0.48 ----
 -------- 11:00 0.23 0.13 0.62 ----
 -------- 12:00 0.21 0.11 0.56 ----
 15.05.13 13:00 0.20 0.18 0.52 ----
 -------- 14:00 0.18 0.29 0.48 ----
 -------- 15:00 0.14 0.33 0.40 ----
 -------- 16:00 0.14 0.31 0.29 ----
 -------- 17:00 0.16 0.17 0.40 ----
 15.05.13 18:00 0.23 0.06 0.55 ----
 -------- 19:00 0.24 0.06 0.59 ----
 -------- 20:00 0.29 0.05 0.61 ----
 -------- 21:00 0.18 0.08 0.46 ----
 -------- 22:00 0.27 0.09 0.52 ----
 15.05.13 23:00 0.29 0.04 0.59 ----
 -------- 00:00 0.27 0.05 0.57 ----
 -------- 01:00 0.27 0.01 0.59 ----
 -------- 02:00 0.19 0.04 0.55 ----
 -------- 03:00 0.14 0.07 0.42 ----
 16.05.13 04:00 0.17 0.03 0.42 ----
 -------- 05:00 0.14 0.06 0.43 ----
 -------- 06:00 0.29 0.04 0.46 ----
 -------- 07:00 0.36 0.05 0.46 ----
 -------- 08:00 0.27 0.15 0.40 ----
 16.05.13 09:00 0.26 0.18 0.38 ----
 -------- 10:00 0.25 0.16 0.41 ----
 -------- 11:00 0.27 0.20 0.46 ----
