 Date Time CO OZ NO2 CHX NO
 12.12.12 23:00 0.08 ---- ---- ---- ----
 -------- 00:00 0.07 ---- ---- ---- ----
 -------- 01:00 0.06 ---- ---- ---- ----
 -------- 02:00 0.05 ---- ---- ---- ----
 -------- 03:00 0.04 ---- ---- ---- ----
 13.12.12 04:00 0.04 ---- ---- ---- ----
 -------- 05:00 0.05 ---- ---- ---- ----
 -------- 06:00 0.07 ---- ---- ---- ----
 -------- 07:00 0.09 ---- ---- ---- ----
 -------- 08:00 0.13 ---- ---- ---- ----
 13.12.12 09:00 0.10 ---- ---- ---- ----
 -------- 10:00 0.12 ---- ---- ---- ----
 -------- 11:00 0.13 ---- ---- ---- ----
 -------- 12:00 0.13 ---- ---- ---- ----
 -------- 13:00 0.11 ---- ---- ---- ----
 13.12.12 14:00 0.16 ---- ---- ---- ----
 -------- 15:00 0.14 ---- ---- ---- ----
 -------- 16:00 0.13 ---- ---- ---- ----
 -------- 17:00 0.11 ---- ---- ---- ----
 -------- 18:00 0.13 ---- ---- ---- ----
 13.12.12 19:00 0.15 ---- ---- ---- ----
 -------- 20:00 0.13 ---- ---- ---- ----
 -------- 21:00 0.13 ---- ---- ---- ----
 -------- 22:00 0.15 ---- ---- ---- ----
 -------- 23:00 0.13 ---- ---- ---- ----
 14.12.12 00:00 0.12 ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- ----
 -------- 02:00 0.14 ---- ---- ---- ----
 -------- 03:00 0.15 ---- ---- ---- ----
 -------- 04:00 0.15 ---- ---- ---- ----
 14.12.12 05:00 0.16 ---- ---- ---- ----
 -------- 06:00 0.19 ---- ---- ---- ----
 -------- 07:00 0.17 ---- ---- ---- ----
 -------- 08:00 0.19 ---- ---- ---- ----
 -------- 09:00 0.17 ---- ---- ---- ----
 14.12.12 10:00 0.11 ---- ---- ---- ----
 -------- 11:00 0.14 ---- ---- ---- ----
 -------- 12:00 0.13 ---- ---- ---- ----
 -------- 13:00 0.13 ---- 0.18 1.56 0.15
 -------- 14:00 0.14 ---- 0.19 1.56 0.15
 14.12.12 15:00 0.14 ---- 0.17 1.55 0.13
 -------- 16:00 0.14 ---- 0.18 1.54 0.12
 -------- 17:00 0.13 ---- 0.18 1.55 0.10
 -------- 18:00 0.12 ---- 0.20 1.56 0.12
 -------- 19:00 0.13 ---- 0.20 1.56 0.12
 14.12.12 20:00 0.11 ---- 0.18 1.55 0.10
 -------- 21:00 0.13 ---- 0.19 1.56 0.11
 -------- 22:00 0.13 ---- 0.18 1.54 0.10
