 Date Time CO OZ NO2 NO
 27.04.13 12:00 0.03 0.17 0.25 0.10
 -------- 13:00 0.03 0.25 0.21 0.06
 -------- 14:00 0.02 0.32 0.18 0.03
 -------- 15:00 0.03 0.28 0.21 0.03
 -------- 16:00 0.05 0.26 0.20 0.04
 27.04.13 17:00 0.09 0.23 0.23 0.04
 -------- 18:00 0.16 0.14 0.26 0.06
 -------- 19:00 0.16 0.13 0.24 0.07
 -------- 20:00 0.22 0.10 0.24 0.09
 -------- 21:00 0.09 0.19 0.19 0.04
 27.04.13 22:00 ---- 0.18 0.23 0.06
 -------- 23:00 ---- 0.13 0.26 0.08
 -------- 00:00 ---- 0.15 0.25 0.06
 -------- 01:00 ---- 0.17 0.23 0.05
 -------- 02:00 ---- 0.15 0.22 0.05
 28.04.13 03:00 ---- 0.19 0.20 0.03
 -------- 04:00 ---- 0.29 0.14 0.01
 -------- 05:00 ---- 0.23 0.15 0.02
 -------- 06:00 ---- 0.25 0.14 0.01
 -------- 07:00 ---- 0.20 0.17 0.03
 28.04.13 08:00 ---- 0.13 0.21 0.05
 -------- 09:00 ---- 0.11 0.22 0.10
 -------- 10:00 ---- 0.11 0.22 0.09
 -------- 11:00 ---- 0.15 0.22 0.08
 -------- 12:00 ---- 0.19 0.21 0.04
 28.04.13 13:00 0.02 0.13 0.24 0.08
 -------- 14:00 ---- 0.17 0.22 0.06
 -------- 15:00 ---- 0.17 0.22 0.04
 -------- 16:00 ---- 0.17 0.23 0.03
 -------- 17:00 ---- 0.21 0.23 0.04
 28.04.13 18:00 ---- 0.16 0.24 0.05
 -------- 19:00 ---- 0.23 0.19 0.02
 -------- 20:00 ---- 0.24 0.19 0.03
 -------- 21:00 ---- 0.29 0.18 0.01
 -------- 22:00 ---- 0.19 0.22 0.02
 28.04.13 23:00 ---- 0.25 0.18 0.02
 -------- 00:00 ---- 0.23 0.18 0.02
 -------- 01:00 ---- 0.31 0.15 0.01
 -------- 02:00 ---- 0.27 0.17 0.01
 -------- 03:00 ---- 0.29 0.16 0.01
 29.04.13 04:00 ---- 0.23 0.19 0.03
 -------- 05:00 ---- 0.14 0.22 0.05
 -------- 06:00 ---- 0.18 0.21 0.06
 -------- 07:00 ---- 0.22 0.21 0.05
 -------- 08:00 ---- 0.27 0.18 0.03
 29.04.13 09:00 ---- 0.25 0.20 0.05
 -------- 10:00 ---- 0.28 0.20 0.06
 -------- 11:00 ---- 0.38 0.15 0.03
