 Date Time CO OZ NO2 NO
 27.02.13 12:00 0.20 0.15 0.27 0.09
 -------- 13:00 0.17 0.17 0.25 0.07
 -------- 14:00 0.15 0.19 0.23 0.06
 -------- 15:00 0.13 0.22 0.20 0.03
 -------- 16:00 0.19 0.14 0.25 0.06
 27.02.13 17:00 0.15 0.21 0.21 0.04
 -------- 18:00 0.11 0.28 0.18 0.02
 -------- 19:00 0.15 0.19 0.23 0.03
 -------- 20:00 0.14 0.16 0.24 0.03
 -------- 21:00 0.23 0.09 0.29 0.12
 27.02.13 22:00 0.32 0.06 0.33 0.26
 -------- 23:00 0.26 0.06 0.32 0.21
 -------- 00:00 0.21 0.06 0.32 0.18
 -------- 01:00 0.20 0.05 0.31 0.18
 -------- 02:00 0.12 0.07 0.26 0.09
 28.02.13 03:00 0.11 0.13 0.21 0.05
 -------- 04:00 0.09 0.15 0.21 0.06
 -------- 05:00 0.08 0.19 0.19 0.04
 -------- 06:00 0.08 0.13 0.22 0.04
 -------- 07:00 0.11 0.13 0.23 0.06
 28.02.13 08:00 0.13 0.17 0.21 0.05
 -------- 09:00 0.11 0.20 0.19 0.04
 -------- 10:00 0.10 0.22 0.18 0.04
 -------- 11:00 0.10 0.25 0.17 0.03
 -------- 12:00 0.11 0.22 0.19 0.04
 28.02.13 13:00 0.09 0.26 0.17 0.02
 -------- 14:00 0.09 0.27 0.16 0.02
 -------- 15:00 0.10 0.27 0.16 0.03
 -------- 16:00 0.11 0.24 0.18 0.03
 -------- 17:00 0.11 0.25 0.18 0.03
 28.02.13 18:00 0.11 0.23 0.19 0.02
 -------- 19:00 0.11 0.22 0.20 0.02
 -------- 20:00 0.13 0.18 0.21 0.02
 -------- 21:00 0.13 0.20 0.20 0.03
 -------- 22:00 0.15 0.17 0.22 0.05
 28.02.13 23:00 0.15 0.12 0.23 0.04
 -------- 00:00 0.13 0.16 0.21 0.05
 -------- 01:00 0.11 0.16 0.22 0.04
 -------- 02:00 0.11 0.10 0.24 0.06
 -------- 03:00 0.11 0.11 0.24 0.06
 01.03.13 04:00 0.10 0.17 0.21 0.05
 -------- 05:00 0.10 0.13 0.23 0.05
 -------- 06:00 0.14 0.09 0.26 0.12
 -------- 07:00 0.17 0.11 0.26 0.09
 -------- 08:00 0.23 0.11 0.27 0.12
 01.03.13 09:00 0.21 0.12 0.24 0.09
 -------- 10:00 0.24 0.11 0.26 0.10
