 Date Time CO OZ NO2 NO
 15.03.13 00:00 0.26 0.14 0.28 0.08
 -------- 01:00 1.84 0.14 0.27 0.10
 -------- 02:00 1.90 0.12 0.28 0.11
 -------- 03:00 1.89 0.09 0.24 0.07
 -------- 04:00 1.93 0.08 0.23 0.08
 15.03.13 05:00 1.93 0.06 0.25 0.12
 -------- 06:00 1.85 0.05 0.29 0.28
 -------- 07:00 1.65 0.05 0.30 0.29
 -------- 08:00 1.77 0.05 0.32 0.39
 -------- 09:00 1.30 0.05 0.31 0.40
 15.03.13 10:00 0.30 0.06 0.34 0.44
 -------- 11:00 0.41 0.06 0.28 0.28
 -------- 12:00 0.91 0.06 0.34 0.45
 -------- 13:00 0.95 0.06 0.30 0.34
 -------- 14:00 0.99 0.06 0.28 0.27
 15.03.13 15:00 0.98 0.06 0.28 0.23
 -------- 16:00 1.03 0.06 0.28 0.24
 -------- 17:00 1.07 0.06 0.28 0.20
 -------- 18:00 1.11 0.07 0.27 0.14
 -------- 19:00 1.07 0.08 0.25 0.10
 15.03.13 20:00 1.07 0.07 0.26 0.10
 -------- 21:00 0.79 0.06 0.26 0.14
 -------- 22:00 0.10 0.05 0.25 0.13
 -------- 23:00 0.16 0.05 0.27 0.17
 -------- 00:00 0.19 0.05 0.27 0.23
 16.03.13 01:00 0.10 0.07 0.24 0.11
 -------- 02:00 0.12 0.07 0.24 0.12
 -------- 03:00 0.15 0.05 0.26 0.15
 -------- 04:00 0.19 0.05 0.25 0.20
 -------- 05:00 0.20 0.04 0.26 0.18
 16.03.13 06:00 0.31 0.05 0.25 0.20
 -------- 07:00 0.34 0.05 0.26 0.30
 -------- 08:00 0.51 0.05 0.27 0.37
 -------- 09:00 0.27 0.05 0.25 0.20
 -------- 10:00 0.03 0.07 0.22 0.12
 16.03.13 11:00 0.06 0.06 0.25 0.17
 -------- 12:00 0.08 0.07 0.24 0.16
 -------- 13:00 0.08 0.10 0.28 0.14
 -------- 14:00 0.06 0.23 0.27 0.08
 -------- 15:00 0.02 0.24 0.23 0.06
 16.03.13 16:00 0.02 0.24 0.20 0.06
 -------- 17:00 0.02 0.20 0.22 0.06
 -------- 18:00 0.02 0.19 0.23 0.07
 -------- 19:00 0.04 0.20 0.21 0.05
 -------- 20:00 0.02 0.22 0.20 0.04
 16.03.13 21:00 0.03 0.20 0.20 0.04
 -------- 22:00 0.05 0.16 0.21 0.06
 -------- 23:00 0.04 0.17 0.21 0.05
