 Date Time CO OZ NO2 NO
 06.03.13 00:00 0.23 0.06 0.32 0.16
 -------- 01:00 0.26 0.06 0.33 0.27
 -------- 02:00 0.22 0.06 0.31 0.18
 -------- 03:00 0.18 0.06 0.31 0.16
 -------- 04:00 0.17 0.06 0.29 0.14
 06.03.13 05:00 0.14 0.07 0.28 0.10
 -------- 06:00 0.17 0.06 0.29 0.14
 -------- 07:00 0.23 0.06 0.30 0.19
 -------- 08:00 0.29 0.06 0.31 0.20
 -------- 09:00 0.26 0.06 0.29 0.18
 06.03.13 10:00 0.25 0.07 0.28 0.16
 -------- 11:00 0.23 0.10 0.27 0.17
 -------- 12:00 0.24 0.11 0.27 0.15
 -------- 13:00 0.20 0.15 0.27 0.12
 -------- 14:00 0.19 0.19 0.27 0.09
 06.03.13 15:00 0.19 0.22 0.27 0.08
 -------- 16:00 0.18 0.20 0.27 0.08
 -------- 17:00 0.16 0.22 0.25 0.06
 -------- 18:00 0.17 0.21 0.27 0.06
 -------- 19:00 0.16 0.19 0.27 0.04
 06.03.13 20:00 0.17 0.19 0.27 0.05
 -------- 21:00 0.16 0.23 0.25 0.04
 -------- 22:00 0.13 0.22 0.26 0.07
 -------- 23:00 0.11 0.20 0.27 0.07
 -------- 00:00 0.10 0.26 0.25 0.05
 07.03.13 01:00 0.08 0.36 0.21 0.03
 -------- 02:00 0.06 0.39 0.19 0.02
 -------- 03:00 0.06 0.32 0.23 0.03
 -------- 04:00 0.06 0.25 0.26 0.03
 -------- 05:00 0.07 0.24 0.27 0.04
 07.03.13 06:00 0.09 0.18 0.30 0.05
 -------- 07:00 0.09 0.23 0.28 0.04
 -------- 08:00 0.13 0.23 0.28 0.05
 -------- 09:00 0.13 0.20 0.28 0.05
 -------- 10:00 0.13 0.32 0.20 0.04
 07.03.13 11:00 0.09 0.38 0.16 0.03
 -------- 12:00 0.07 0.40 0.13 0.02
 -------- 13:00 0.07 0.40 0.13 0.02
 -------- 14:00 0.08 0.41 0.13 0.02
 -------- 15:00 0.08 0.41 0.14 0.02
 07.03.13 16:00 0.07 0.40 0.15 0.02
 -------- 17:00 0.07 0.41 0.14 0.02
 -------- 18:00 0.10 0.35 0.17 0.03
 -------- 19:00 0.11 0.30 0.20 0.03
 -------- 20:00 0.11 0.28 0.19 0.04
 07.03.13 21:00 0.14 0.26 0.20 0.03
 -------- 22:00 0.13 0.21 0.21 0.02
 -------- 23:00 0.13 0.18 0.21 0.02
