 Date Time CO OZ NO2 NO
 11.05.13 12:00 0.13 ---- ---- ----
 -------- 13:00 0.13 ---- ---- ----
 -------- 14:00 0.13 ---- ---- ----
 -------- 15:00 0.12 ---- ---- ----
 -------- 16:00 0.13 ---- ---- ----
 11.05.13 17:00 0.13 ---- ---- ----
 -------- 18:00 0.13 ---- ---- ----
 -------- 19:00 0.12 ---- ---- ----
 -------- 20:00 0.16 ---- ---- ----
 -------- 21:00 0.19 ---- ---- ----
 11.05.13 22:00 0.27 ---- ---- ----
 -------- 23:00 0.37 ---- ---- ----
 -------- 00:00 0.37 ---- ---- ----
 -------- 01:00 0.19 ---- ---- ----
 -------- 02:00 0.15 ---- ---- ----
 12.05.13 03:00 0.12 ---- ---- ----
 -------- 04:00 0.11 ---- ---- ----
 -------- 05:00 0.11 ---- ---- ----
 -------- 06:00 0.20 ---- ---- ----
 -------- 07:00 0.19 ---- ---- ----
 12.05.13 08:00 0.14 ---- ---- ----
 -------- 09:00 0.15 ---- ---- ----
 -------- 10:00 0.19 ---- ---- ----
 -------- 11:00 0.13 ---- ---- ----
 -------- 12:00 0.11 ---- ---- ----
 12.05.13 13:00 0.11 ---- ---- ----
 -------- 14:00 0.10 ---- ---- ----
 -------- 15:00 0.10 ---- ---- ----
 -------- 16:00 0.08 ---- ---- ----
 -------- 17:00 0.10 ---- ---- ----
 12.05.13 18:00 0.12 ---- ---- ----
 -------- 19:00 0.15 ---- ---- ----
 -------- 20:00 0.14 ---- ---- ----
 -------- 21:00 0.12 ---- ---- ----
 -------- 22:00 0.13 ---- ---- ----
 12.05.13 23:00 0.21 ---- ---- ----
 -------- 00:00 0.27 ---- ---- ----
 -------- 01:00 0.23 ---- ---- ----
 -------- 02:00 0.24 ---- ---- ----
 -------- 03:00 0.18 ---- ---- ----
 13.05.13 04:00 0.11 ---- ---- ----
 -------- 05:00 0.12 ---- ---- ----
 -------- 06:00 0.19 ---- ---- ----
 -------- 07:00 0.25 ---- ---- ----
 -------- 08:00 0.32 ---- ---- ----
 13.05.13 09:00 0.31 ---- ---- ----
 -------- 10:00 0.25 ---- ---- ----
 -------- 11:00 0.17 ---- ---- ----
