 Date Time CO OZ NO2 NO
 12.04.13 12:00 0.13 0.13 0.37 0.17
 -------- 13:00 0.08 0.26 0.28 0.09
 -------- 14:00 0.08 0.31 0.26 0.08
 -------- 15:00 0.09 0.30 0.28 0.09
 -------- 16:00 0.08 0.35 0.26 0.07
 12.04.13 17:00 0.16 0.38 0.26 0.06
 -------- 18:00 0.14 0.45 0.23 0.04
 -------- 19:00 0.12 0.45 0.24 0.05
 -------- 20:00 0.16 0.21 0.33 0.09
 -------- 21:00 0.16 0.14 0.37 0.10
 12.04.13 22:00 ---- 0.07 0.40 0.19
 -------- 23:00 ---- 0.07 0.39 0.17
 -------- 00:00 ---- 0.07 0.39 0.12
 -------- 01:00 ---- 0.06 0.41 0.29
 -------- 02:00 ---- 0.06 0.40 0.32
 13.04.13 03:00 0.04 0.06 0.41 0.39
 -------- 04:00 0.02 0.06 0.42 0.42
 -------- 05:00 ---- 0.06 0.41 0.42
 -------- 06:00 ---- 0.06 0.40 0.41
 -------- 07:00 ---- 0.06 0.39 0.43
 13.04.13 08:00 0.02 0.08 0.36 0.18
 -------- 09:00 ---- 0.13 0.32 0.12
 -------- 10:00 ---- 0.15 0.31 0.12
 -------- 11:00 ---- 0.21 0.30 0.10
 -------- 12:00 ---- 0.33 0.25 0.07
 13.04.13 13:00 ---- 0.38 0.23 0.06
 -------- 14:00 ---- 0.41 0.22 0.05
 -------- 15:00 ---- 0.43 0.22 0.04
 -------- 16:00 ---- 0.45 0.23 0.05
 -------- 17:00 ---- 0.41 0.24 0.05
 13.04.13 18:00 ---- 0.41 0.25 0.05
 -------- 19:00 ---- 0.38 0.25 0.05
 -------- 20:00 ---- 0.29 0.29 0.05
 -------- 21:00 ---- 0.12 0.37 0.14
 -------- 22:00 ---- 0.17 0.32 0.08
 13.04.13 23:00 ---- 0.23 0.28 0.06
 -------- 00:00 ---- 0.22 0.27 0.06
 -------- 01:00 ---- 0.20 0.28 0.05
 -------- 02:00 ---- 0.14 0.31 0.07
 -------- 03:00 ---- 0.17 0.28 0.06
 14.04.13 04:00 ---- 0.23 0.26 0.05
 -------- 05:00 ---- 0.28 0.23 0.04
 -------- 06:00 ---- 0.26 0.24 0.04
 -------- 07:00 ---- 0.26 0.23 0.04
 -------- 08:00 ---- 0.25 0.25 0.05
 14.04.13 09:00 ---- 0.24 0.25 0.06
 -------- 10:00 ---- 0.27 0.25 0.06
 -------- 11:00 ---- 0.28 0.26 0.07
