 Date Time CO OZ NO2 CHX NO
 24.11.12 00:00 0.24 0.05 0.15 1.62 0.23
 -------- 01:00 0.22 0.05 0.13 1.61 0.18
 -------- 02:00 0.20 0.05 0.13 1.61 0.17
 -------- 03:00 0.18 0.05 0.12 1.60 0.14
 -------- 04:00 0.18 0.05 0.12 1.61 0.14
 24.11.12 05:00 0.18 0.05 0.12 1.61 0.14
 -------- 06:00 0.17 0.05 0.12 1.60 0.17
 -------- 07:00 0.21 0.05 0.13 1.65 0.24
 -------- 08:00 0.23 0.05 0.13 1.67 0.27
 -------- 09:00 0.25 0.05 0.13 1.68 0.28
 24.11.12 10:00 0.23 0.05 0.12 1.65 0.21
 -------- 11:00 0.23 0.05 0.12 1.65 0.24
 -------- 12:00 0.23 0.05 0.13 1.64 0.24
 -------- 13:00 0.25 0.05 0.14 1.66 0.24
 -------- 14:00 0.25 0.05 0.13 1.70 0.20
 24.11.12 15:00 0.23 0.05 0.13 1.68 0.20
 -------- 16:00 0.24 0.05 0.14 1.69 0.25
 -------- 17:00 0.25 0.05 0.14 1.70 0.25
 -------- 18:00 0.25 0.05 0.13 1.70 0.25
 -------- 19:00 0.25 0.05 0.13 1.69 0.25
 24.11.12 20:00 0.25 0.05 0.13 1.68 0.26
 -------- 21:00 0.25 0.05 0.13 1.70 0.24
 -------- 22:00 0.28 0.05 0.14 1.73 0.26
 -------- 23:00 0.22 0.05 0.13 1.72 0.21
 -------- 00:00 0.20 0.05 0.13 1.67 0.20
 25.11.12 01:00 0.19 0.05 0.12 1.63 0.17
 -------- 02:00 0.17 0.05 0.12 1.61 0.13
 -------- 03:00 0.15 0.05 0.11 1.60 0.11
 -------- 04:00 0.14 0.05 0.10 1.58 0.08
 -------- 05:00 0.14 0.06 0.10 1.58 0.07
 25.11.12 06:00 0.14 0.06 0.10 1.59 0.08
 -------- 07:00 0.15 0.05 0.11 1.61 0.10
 -------- 08:00 0.17 0.05 0.12 1.61 0.11
 -------- 09:00 0.19 0.05 0.12 1.61 0.12
 -------- 10:00 0.22 0.05 0.11 1.62 0.15
 25.11.12 11:00 0.21 0.05 0.12 1.61 0.15
 -------- 12:00 0.22 0.05 0.12 1.62 0.16
 -------- 13:00 0.21 0.05 0.12 1.63 0.15
 -------- 14:00 0.21 0.05 0.14 1.62 0.16
 -------- 15:00 0.21 0.05 0.12 1.61 0.15
 25.11.12 16:00 0.23 0.05 0.12 1.62 0.16
 -------- 17:00 0.23 0.05 0.13 1.61 0.16
 -------- 18:00 0.22 0.05 0.12 1.60 0.15
 -------- 19:00 0.20 0.05 0.11 1.58 0.12
 -------- 20:00 0.19 0.05 0.11 1.57 0.12
 25.11.12 21:00 0.19 0.05 0.10 1.55 0.11
 -------- 22:00 0.19 0.05 0.11 1.56 0.13
 -------- 23:00 0.19 0.05 0.12 1.59 0.11
