 Date Time CO OZ NO2 NO
 18.02.13 00:00 0.12 0.18 0.19 0.02
 -------- 01:00 0.12 0.16 0.21 0.04
 -------- 02:00 0.11 0.21 0.18 0.03
 -------- 03:00 0.09 0.26 0.16 0.02
 -------- 04:00 0.08 0.30 0.14 0.01
 18.02.13 05:00 0.09 0.30 0.15 0.02
 -------- 06:00 0.09 0.31 0.14 0.02
 -------- 07:00 0.11 0.27 0.17 0.03
 -------- 08:00 0.17 0.21 0.21 0.06
 -------- 09:00 0.16 0.16 0.23 0.05
 18.02.13 10:00 0.14 0.15 0.24 0.05
 -------- 11:00 0.13 0.22 0.21 0.05
 -------- 12:00 0.13 0.23 0.21 0.05
 -------- 13:00 0.12 0.24 0.20 0.05
 -------- 14:00 0.13 0.16 0.24 0.06
 18.02.13 15:00 0.14 0.11 0.27 0.07
 -------- 16:00 0.13 0.10 0.26 0.06
 -------- 17:00 0.14 0.10 0.25 0.05
 -------- 18:00 0.13 0.09 0.26 0.04
 -------- 19:00 0.19 0.06 0.28 0.09
 18.02.13 20:00 0.17 0.07 0.27 0.07
 -------- 21:00 0.14 0.09 0.26 0.05
 -------- 22:00 0.13 0.09 0.25 0.04
 -------- 23:00 0.10 0.14 0.21 0.03
 -------- 00:00 0.11 0.08 0.25 0.04
 19.02.13 01:00 0.10 0.07 0.25 0.03
 -------- 02:00 0.09 0.06 0.25 0.02
 -------- 03:00 0.11 0.06 0.25 0.04
 -------- 04:00 0.08 0.06 0.25 0.02
 -------- 05:00 0.09 0.06 0.27 0.03
 19.02.13 06:00 0.09 0.08 0.26 0.04
 -------- 07:00 0.11 0.08 0.26 0.05
 -------- 08:00 0.13 0.08 0.27 0.06
 -------- 09:00 0.14 0.07 0.28 0.06
 -------- 10:00 0.15 0.09 0.27 0.07
 19.02.13 11:00 0.16 0.10 0.27 0.09
 -------- 12:00 0.13 0.13 0.24 0.06
 -------- 13:00 0.11 0.15 0.22 0.05
 -------- 14:00 0.13 0.14 0.23 0.06
 -------- 15:00 0.12 0.13 0.24 0.06
 19.02.13 16:00 0.14 0.13 0.25 0.07
 -------- 17:00 0.15 0.14 0.25 0.08
 -------- 18:00 0.15 0.12 0.26 0.05
 -------- 19:00 0.16 0.10 0.27 0.05
 -------- 20:00 0.17 0.08 0.28 0.06
