 Date Time CO OZ NO2 NO
 30.03.13 00:00 0.43 0.07 0.57 1.37
 -------- 01:00 0.33 0.06 0.48 0.81
 -------- 02:00 0.24 0.07 0.50 0.83
 -------- 03:00 0.18 0.07 0.51 0.85
 -------- 04:00 0.73 0.06 0.45 0.56
 30.03.13 05:00 1.84 0.05 0.40 0.28
 -------- 06:00 1.79 0.06 0.41 0.47
 -------- 07:00 1.66 0.05 0.40 0.33
 -------- 08:00 1.59 0.06 0.38 0.19
 -------- 09:00 1.56 0.06 0.37 0.22
 30.03.13 10:00 1.58 0.08 0.38 0.19
 -------- 11:00 1.53 0.14 0.36 0.14
 -------- 12:00 1.37 0.20 0.32 0.10
 -------- 13:00 1.33 0.27 0.29 0.07
 -------- 14:00 1.28 0.35 0.26 0.06
 30.03.13 15:00 1.16 0.40 0.24 0.05
 -------- 16:00 1.07 0.41 0.22 0.05
 -------- 17:00 0.95 0.43 0.20 0.03
 -------- 18:00 1.07 0.38 0.23 0.05
 -------- 19:00 1.09 0.38 0.23 0.04
 30.03.13 20:00 1.11 0.45 0.20 0.03
 -------- 21:00 1.13 0.41 0.21 0.03
 -------- 22:00 1.12 0.39 0.24 0.04
 -------- 23:00 1.11 0.44 0.21 0.04
 -------- 00:00 1.11 0.40 0.21 0.03
 31.03.13 01:00 1.15 0.39 0.18 0.03
 -------- 02:00 1.19 0.37 0.18 0.02
 -------- 03:00 1.23 0.34 0.18 0.03
 -------- 04:00 1.27 0.31 0.18 0.03
 -------- 05:00 1.33 0.29 0.18 0.03
 31.03.13 06:00 1.33 0.28 0.20 0.04
 -------- 07:00 1.38 0.20 0.22 0.05
 -------- 08:00 1.48 0.14 0.25 0.07
 -------- 09:00 1.56 0.10 0.27 0.10
 -------- 10:00 1.52 0.11 0.28 0.11
 31.03.13 11:00 1.45 0.15 0.25 0.09
 -------- 12:00 1.36 0.17 0.25 0.09
 -------- 13:00 1.34 0.17 0.25 0.09
 -------- 14:00 1.37 0.15 0.26 0.11
 -------- 15:00 1.40 0.13 0.28 0.13
 31.03.13 16:00 1.43 0.17 0.25 0.08
 -------- 17:00 1.45 0.31 0.19 0.03
 -------- 18:00 1.47 0.32 0.21 0.03
 -------- 19:00 1.51 0.31 0.21 0.03
 -------- 20:00 1.56 0.24 0.23 0.03
 31.03.13 21:00 1.74 0.12 0.29 0.09
 -------- 22:00 1.66 0.14 0.27 0.06
 -------- 23:00 1.17 0.05 0.36 0.29
 -------- 00:00 1.84 0.06 0.35 0.27
