 Date Time CO OZ NO2 NO
 08.05.13 12:00 0.09 ---- ---- ----
 -------- 13:00 0.09 ---- ---- ----
 -------- 14:00 0.07 ---- ---- ----
 -------- 15:00 0.08 ---- ---- ----
 -------- 16:00 0.09 ---- ---- ----
 08.05.13 17:00 0.08 ---- ---- ----
 -------- 18:00 0.08 ---- ---- ----
 -------- 19:00 0.07 ---- ---- ----
 -------- 20:00 0.10 ---- ---- ----
 -------- 21:00 0.19 ---- ---- ----
 08.05.13 22:00 0.20 ---- ---- ----
 -------- 23:00 0.21 ---- ---- ----
 -------- 00:00 0.24 ---- ---- ----
 -------- 01:00 0.30 ---- ---- ----
 -------- 02:00 0.34 ---- ---- ----
 09.05.13 03:00 0.23 ---- ---- ----
 -------- 04:00 0.13 ---- ---- ----
 -------- 05:00 0.11 ---- ---- ----
 -------- 06:00 0.18 ---- ---- ----
 -------- 07:00 0.25 ---- ---- ----
 09.05.13 08:00 0.21 ---- ---- ----
 -------- 09:00 0.15 ---- ---- ----
 -------- 10:00 0.16 ---- ---- ----
 -------- 11:00 0.11 ---- ---- ----
 -------- 12:00 0.09 ---- ---- ----
 09.05.13 13:00 0.09 ---- ---- ----
 -------- 14:00 0.09 ---- ---- ----
 -------- 15:00 0.11 ---- ---- ----
 -------- 16:00 0.13 ---- ---- ----
 -------- 17:00 0.11 ---- ---- ----
 09.05.13 18:00 0.13 ---- ---- ----
 -------- 19:00 0.10 ---- ---- ----
 -------- 20:00 0.11 ---- ---- ----
 -------- 21:00 0.09 ---- ---- ----
 -------- 22:00 0.69 ---- ---- ----
 09.05.13 23:00 0.79 ---- ---- ----
 -------- 00:00 0.55 ---- ---- ----
 -------- 01:00 0.43 ---- ---- ----
 -------- 02:00 0.41 ---- ---- ----
 -------- 03:00 0.51 ---- ---- ----
 10.05.13 04:00 0.47 ---- ---- ----
 -------- 05:00 0.34 ---- ---- ----
 -------- 06:00 0.20 ---- ---- ----
 -------- 07:00 0.20 ---- ---- ----
 -------- 08:00 0.21 ---- ---- ----
 10.05.13 09:00 0.15 ---- ---- ----
 -------- 10:00 0.14 ---- ---- ----
 -------- 11:00 0.15 ---- ---- ----
