 Date Time CO OZ NO2 CHX NO
 16.12.12 00:00 0.06 ---- 0.13 1.54 0.08
 -------- 01:00 0.06 ---- 0.13 1.54 0.07
 -------- 02:00 0.04 ---- 0.13 1.54 0.06
 -------- 03:00 0.03 ---- 0.11 1.55 0.05
 -------- 04:00 0.02 ---- 0.12 1.54 0.06
 16.12.12 05:00 0.05 ---- 0.14 1.64 0.14
 -------- 06:00 0.08 ---- 0.15 1.64 0.14
 -------- 07:00 0.11 ---- 0.16 1.65 0.17
 -------- 08:00 0.09 ---- 0.15 1.63 0.13
 -------- 09:00 0.07 ---- 0.14 1.59 0.11
 16.12.12 10:00 0.12 ---- 0.13 1.58 0.11
 -------- 11:00 0.13 ---- 0.14 1.60 0.13
 -------- 12:00 0.15 ---- 0.13 1.60 0.13
 -------- 13:00 0.15 ---- 0.14 1.61 0.13
 -------- 14:00 0.17 ---- 0.15 1.61 0.14
 16.12.12 15:00 0.18 ---- 0.16 1.62 0.13
 -------- 16:00 0.25 ---- 0.19 1.69 0.21
 -------- 17:00 0.26 ---- 0.20 1.68 0.21
 -------- 18:00 0.29 ---- 0.21 1.70 0.22
 -------- 19:00 0.29 ---- 0.21 1.73 0.26
 16.12.12 20:00 0.27 ---- 0.21 1.72 0.24
 -------- 21:00 0.24 ---- 0.21 1.70 0.24
 -------- 22:00 0.23 ---- 0.20 1.68 0.23
 -------- 23:00 0.24 ---- 0.22 1.73 0.28
 -------- 00:00 0.25 ---- 0.20 1.80 0.31
 17.12.12 01:00 0.23 ---- 0.19 1.78 0.26
 -------- 02:00 0.19 ---- 0.19 1.77 0.17
 -------- 03:00 0.24 ---- 0.22 1.90 0.28
 -------- 04:00 0.15 ---- 0.19 1.83 0.20
 -------- 05:00 0.19 ---- 0.21 1.85 0.28
 17.12.12 06:00 0.22 ---- 0.23 2.30 0.36
 -------- 07:00 0.28 ---- 0.23 2.15 0.40
 -------- 08:00 0.39 ---- 0.28 2.11 0.52
 -------- 09:00 0.43 ---- 0.31 2.12 0.55
 -------- 10:00 0.41 ---- 0.29 2.00 0.51
 17.12.12 11:00 0.39 ---- 0.29 1.90 0.51
 -------- 12:00 0.41 ---- 0.31 1.95 0.51
 -------- 13:00 0.41 ---- 0.31 1.90 0.46
 -------- 14:00 0.36 ---- 0.32 1.84 0.44
 -------- 15:00 0.35 ---- 0.30 1.85 0.39
 17.12.12 16:00 0.29 ---- 0.26 1.74 0.25
 -------- 17:00 0.28 ---- 0.27 1.72 0.25
 -------- 18:00 0.25 ---- 0.24 1.87 0.20
 -------- 19:00 0.25 ---- 0.24 1.77 0.19
 -------- 20:00 0.23 ---- 0.21 1.82 0.16
 17.12.12 21:00 0.19 ---- 0.18 1.64 0.12
 -------- 22:00 0.17 ---- 0.17 1.58 0.12
 -------- 23:00 0.16 ---- 0.18 1.42 0.13
