 Date Time CO OZ NO2 NO
 15.03.13 12:00 0.95 0.06 0.33 0.42
 -------- 13:00 0.95 0.06 0.30 0.34
 -------- 14:00 0.99 0.06 0.28 0.27
 -------- 15:00 0.98 0.06 0.28 0.23
 -------- 16:00 1.03 0.06 0.28 0.24
 15.03.13 17:00 1.07 0.06 0.28 0.20
 -------- 18:00 1.11 0.07 0.27 0.14
 -------- 19:00 1.07 0.08 0.25 0.10
 -------- 20:00 1.07 0.07 0.26 0.10
 -------- 21:00 0.79 0.06 0.26 0.14
 15.03.13 22:00 0.10 0.05 0.25 0.13
 -------- 23:00 0.16 0.05 0.27 0.17
 -------- 00:00 0.19 0.05 0.27 0.23
 -------- 01:00 0.10 0.07 0.24 0.11
 -------- 02:00 0.12 0.07 0.24 0.12
 16.03.13 03:00 0.15 0.05 0.26 0.15
 -------- 04:00 0.19 0.05 0.25 0.20
 -------- 05:00 0.20 0.04 0.26 0.18
 -------- 06:00 0.31 0.05 0.25 0.20
 -------- 07:00 0.34 0.05 0.26 0.30
 16.03.13 08:00 0.51 0.05 0.27 0.37
 -------- 09:00 0.27 0.05 0.25 0.20
 -------- 10:00 0.03 0.07 0.22 0.12
 -------- 11:00 0.06 0.06 0.25 0.17
 -------- 12:00 0.08 0.07 0.24 0.16
 16.03.13 13:00 0.08 0.10 0.28 0.14
 -------- 14:00 0.06 0.23 0.27 0.08
 -------- 15:00 0.02 0.24 0.23 0.06
 -------- 16:00 0.02 0.24 0.20 0.06
 -------- 17:00 0.02 0.20 0.22 0.06
 16.03.13 18:00 0.02 0.19 0.23 0.07
 -------- 19:00 0.04 0.20 0.21 0.05
 -------- 20:00 0.02 0.22 0.20 0.04
 -------- 21:00 0.03 0.20 0.20 0.04
 -------- 22:00 0.05 0.16 0.21 0.06
 16.03.13 23:00 0.04 0.17 0.21 0.05
 -------- 00:00 0.02 0.21 0.18 0.02
 -------- 01:00 0.02 0.21 0.19 0.02
 -------- 02:00 0.02 0.28 0.16 0.02
 -------- 03:00 0.02 0.34 0.13 0.01
 17.03.13 04:00 0.02 0.37 0.12 0.01
 -------- 05:00 0.02 0.37 0.13 0.01
 -------- 06:00 0.02 0.35 0.14 0.01
 -------- 07:00 0.04 0.30 0.16 0.02
 -------- 08:00 0.06 0.29 0.16 0.02
 17.03.13 09:00 0.06 0.28 0.17 0.02
 -------- 10:00 ---- 0.28 0.17 0.02
 -------- 11:00 ---- 0.29 0.17 0.03
