 Date Time CO OZ NO2 NO
 30.12.12 00:00 0.10 0.06 0.05 0.02
 -------- 01:00 0.11 0.06 0.06 0.02
 -------- 02:00 0.12 0.06 0.07 0.02
 -------- 03:00 0.10 0.06 0.05 0.02
 -------- 04:00 0.10 0.06 0.06 0.02
 30.12.12 05:00 0.10 0.06 0.04 0.01
 -------- 06:00 0.11 0.06 0.06 0.02
 -------- 07:00 0.11 0.06 0.06 0.02
 -------- 08:00 0.11 0.06 0.07 0.03
 -------- 09:00 0.12 0.06 0.08 0.03
 30.12.12 10:00 0.14 0.06 0.09 0.03
 -------- 11:00 0.14 0.06 0.07 0.02
 -------- 12:00 0.14 0.06 0.08 0.03
 -------- 13:00 0.14 0.06 0.09 0.03
 -------- 14:00 0.15 0.06 0.09 0.03
 30.12.12 15:00 0.17 0.06 0.11 0.04
 -------- 16:00 0.19 0.06 0.12 0.06
 -------- 17:00 0.18 0.06 0.13 0.04
 -------- 18:00 0.19 0.06 0.14 0.04
 -------- 19:00 0.20 0.06 0.14 0.05
 30.12.12 20:00 0.21 0.06 0.14 0.06
 -------- 21:00 0.24 0.06 0.14 0.10
 -------- 22:00 0.19 0.06 0.14 0.10
 -------- 23:00 0.23 0.06 0.14 0.16
 -------- 00:00 0.24 0.06 0.15 0.17
 31.12.12 01:00 0.25 0.06 0.15 0.18
 -------- 02:00 0.27 0.06 0.15 0.18
 -------- 03:00 0.24 0.06 0.16 0.17
 -------- 04:00 0.22 0.06 0.15 0.12
 -------- 05:00 0.19 0.05 0.13 0.07
 31.12.12 06:00 0.16 0.06 0.12 0.06
 -------- 07:00 0.15 0.06 0.12 0.06
 -------- 08:00 0.14 0.06 0.10 0.05
 -------- 09:00 0.14 0.06 0.10 0.05
 -------- 10:00 0.15 0.06 0.12 0.07
 31.12.12 11:00 0.16 0.06 0.11 0.08
 -------- 12:00 0.17 0.06 0.11 0.08
 -------- 13:00 0.17 0.06 0.12 0.08
 -------- 14:00 0.19 0.05 0.12 0.09
 -------- 15:00 0.22 0.06 0.12 0.10
 31.12.12 16:00 0.21 0.06 0.13 0.07
 -------- 17:00 0.19 0.06 0.14 0.07
 -------- 18:00 0.19 0.06 0.14 0.09
 -------- 19:00 0.19 0.05 0.13 0.07
 -------- 20:00 0.19 0.05 0.14 0.10
 31.12.12 21:00 0.19 0.05 0.13 0.05
 -------- 22:00 0.19 0.06 0.13 0.09
 -------- 23:00 0.19 0.06 0.12 0.06
