 Date Time CO NO2 CHX NO
 16.02.13 12:00 0.26 0.53 ---- 0.35
 -------- 13:00 0.23 0.51 ---- 0.27
 -------- 14:00 0.11 0.52 ---- 0.27
 -------- 15:00 0.19 0.52 ---- 0.22
 -------- 16:00 0.13 0.43 ---- 0.08
 16.02.13 17:00 0.09 0.31 ---- 0.02
 -------- 18:00 0.10 0.34 ---- 0.02
 -------- 19:00 0.10 0.37 ---- 0.02
 -------- 20:00 0.10 0.38 ---- 0.02
 -------- 21:00 0.08 0.31 ---- 0.01
 16.02.13 22:00 0.08 0.26 ---- 0.01
 -------- 23:00 0.08 0.25 ---- 0.00
 -------- 00:00 0.07 0.29 ---- 0.01
 -------- 01:00 0.07 0.24 ---- 0.01
 -------- 02:00 0.06 0.20 ---- 0.01
 17.02.13 03:00 0.06 0.15 ---- 0.00
 -------- 04:00 0.07 0.18 ---- 0.01
 -------- 05:00 0.06 0.15 ---- 0.01
 -------- 06:00 0.07 0.13 ---- 0.00
 -------- 07:00 0.07 0.14 ---- 0.01
 17.02.13 08:00 0.07 0.19 ---- 0.01
 -------- 09:00 0.07 0.19 ---- 0.01
 -------- 10:00 0.09 0.21 ---- 0.02
 -------- 11:00 0.09 0.21 ---- 0.02
 -------- 12:00 0.09 0.22 ---- 0.03
 17.02.13 13:00 0.10 0.19 ---- 0.03
 -------- 14:00 0.09 0.21 ---- 0.03
 -------- 15:00 0.09 0.22 ---- 0.02
 -------- 16:00 0.08 0.22 ---- 0.02
 -------- 17:00 0.09 0.25 ---- 0.02
 17.02.13 18:00 0.08 0.25 ---- 0.01
 -------- 19:00 0.08 0.25 ---- 0.01
 -------- 20:00 0.08 0.21 ---- 0.01
 -------- 21:00 0.08 0.22 ---- 0.01
 -------- 22:00 0.08 0.22 ---- 0.01
 17.02.13 23:00 0.08 0.21 ---- 0.01
 -------- 00:00 0.06 0.17 ---- 0.01
 -------- 01:00 0.05 0.11 ---- 0.00
 -------- 02:00 0.05 0.13 ---- 0.00
 -------- 03:00 0.05 0.12 ---- 0.00
 18.02.13 04:00 0.05 0.15 ---- 0.00
 -------- 05:00 0.04 0.15 ---- 0.00
 -------- 06:00 0.04 0.15 ---- 0.01
 -------- 07:00 0.05 0.16 ---- 0.01
 -------- 08:00 0.06 0.18 ---- 0.01
 18.02.13 09:00 0.05 0.20 ---- 0.01
 -------- 10:00 0.05 0.24 ---- 0.02
 -------- 11:00 0.04 0.21 0.02 0.02
