 Date Time CO NO2 CHX NO
 13.11.12 12:00 0.10 0.19 1.35 0.02
 -------- 13:00 0.10 0.19 1.35 0.02
 -------- 14:00 0.09 0.19 1.33 0.02
 -------- 15:00 0.09 0.19 1.32 0.02
 -------- 16:00 0.09 0.20 1.33 0.02
 13.11.12 17:00 0.10 0.24 1.34 0.02
 -------- 18:00 0.10 0.24 1.35 0.02
 -------- 19:00 0.10 0.23 1.34 0.02
 -------- 20:00 0.10 0.25 1.34 0.02
 -------- 21:00 0.11 0.26 1.35 0.02
 13.11.12 22:00 0.09 0.20 1.32 0.01
 -------- 23:00 0.09 0.14 1.30 0.01
 -------- 00:00 0.06 0.14 1.30 0.00
 -------- 01:00 0.02 0.12 1.30 0.00
 -------- 02:00 0.03 0.10 1.30 0.00
 14.11.12 03:00 0.03 0.11 1.30 0.00
 -------- 04:00 0.03 0.08 1.31 0.00
 -------- 05:00 0.04 0.10 1.31 0.00
 -------- 06:00 0.05 0.08 1.30 0.00
 -------- 07:00 0.07 0.15 1.31 0.00
 14.11.12 08:00 0.09 0.19 1.32 0.01
 -------- 09:00 0.10 0.22 1.33 0.01
 -------- 10:00 0.10 0.21 1.33 0.02
 -------- 11:00 0.10 0.21 1.35 0.02
 -------- 12:00 0.10 0.19 1.35 0.02
 14.11.12 13:00 0.10 0.22 1.35 0.03
 -------- 14:00 0.09 0.16 1.32 0.01
 -------- 15:00 0.09 0.19 1.33 0.01
 -------- 16:00 0.09 0.22 1.34 0.02
 -------- 17:00 0.08 0.24 1.34 0.02
 14.11.12 18:00 0.08 0.22 1.34 0.02
 -------- 19:00 0.07 0.19 1.34 0.01
 -------- 20:00 0.07 0.19 1.33 0.02
 -------- 21:00 0.07 0.19 1.34 0.02
 -------- 22:00 0.07 0.20 1.34 0.02
 14.11.12 23:00 0.06 0.19 1.33 0.02
 -------- 00:00 0.04 0.16 1.32 0.01
 -------- 01:00 0.04 0.16 1.33 0.01
 -------- 02:00 0.03 0.14 1.32 0.01
 -------- 03:00 0.02 0.12 1.31 0.01
 15.11.12 04:00 0.02 0.12 1.32 0.01
 -------- 05:00 0.02 0.11 1.31 0.01
 -------- 06:00 0.02 0.13 1.32 0.01
 -------- 07:00 0.03 0.18 1.33 0.02
 -------- 08:00 0.04 0.19 1.35 0.03
 15.11.12 09:00 0.05 0.20 1.36 0.04
 -------- 10:00 0.05 0.22 1.37 0.04
 -------- 11:00 0.05 0.19 1.37 0.03
