 Date Time CO NO2 CHX NO
 01.12.12 00:00 0.05 0.22 1.48 0.06
 -------- 01:00 0.09 0.25 1.48 0.07
 -------- 02:00 0.08 0.27 1.47 0.05
 -------- 03:00 0.10 0.28 1.47 0.06
 -------- 04:00 0.08 0.26 1.44 0.05
 01.12.12 05:00 0.05 0.20 1.40 0.02
 -------- 06:00 0.04 0.17 1.40 0.01
 -------- 07:00 0.05 0.16 1.41 0.01
 -------- 08:00 0.06 0.18 1.43 0.03
 -------- 09:00 0.06 0.19 1.44 0.05
 01.12.12 10:00 0.07 0.20 1.44 0.06
 -------- 11:00 0.09 0.17 1.46 0.07
 -------- 12:00 0.10 0.16 1.49 0.09
 -------- 13:00 0.08 0.17 1.48 0.08
 -------- 14:00 0.08 0.17 1.49 0.09
 01.12.12 15:00 0.08 0.16 1.48 0.07
 -------- 16:00 0.11 0.17 1.53 0.10
 -------- 17:00 0.12 0.19 1.58 0.13
 -------- 18:00 0.13 0.19 1.61 0.14
 -------- 19:00 0.12 0.18 1.59 0.13
 01.12.12 20:00 0.12 0.18 1.59 0.12
 -------- 21:00 0.15 0.18 1.63 0.13
 -------- 22:00 0.16 0.18 1.62 0.15
 -------- 23:00 0.10 0.16 1.53 0.10
 -------- 00:00 0.10 0.16 1.61 0.13
 02.12.12 01:00 0.15 0.15 1.60 0.15
 -------- 02:00 0.15 0.15 1.64 0.16
 -------- 03:00 0.12 0.15 1.57 0.14
 -------- 04:00 0.10 0.16 1.52 0.08
 -------- 05:00 0.10 0.14 1.51 0.07
 02.12.12 06:00 0.08 0.12 1.49 0.05
 -------- 07:00 0.08 0.12 1.50 0.05
 -------- 08:00 0.06 0.13 1.49 0.03
 -------- 09:00 0.06 0.15 1.52 0.04
 -------- 10:00 0.05 0.17 1.50 0.05
 02.12.12 11:00 0.04 0.15 1.42 0.04
 -------- 12:00 0.04 0.14 1.41 0.03
 -------- 13:00 0.06 0.16 1.47 0.05
 -------- 14:00 0.05 0.14 1.43 0.03
 -------- 15:00 0.05 0.15 1.41 0.03
 02.12.12 16:00 0.06 0.19 1.43 0.04
 -------- 17:00 0.05 0.16 1.40 0.02
 -------- 18:00 0.04 0.16 1.41 0.01
 -------- 19:00 0.05 0.18 1.40 0.02
 -------- 20:00 0.05 0.21 1.41 0.01
 02.12.12 21:00 0.06 0.22 1.47 0.02
 -------- 22:00 0.05 0.25 1.48 0.04
 -------- 23:00 0.06 0.24 1.45 0.02
