 Date Time CO NO2 CHX NO
 27.02.13 00:00 0.04 0.23 1.40 0.01
 -------- 01:00 0.04 0.19 1.39 0.01
 -------- 02:00 0.03 0.17 1.38 0.00
 -------- 03:00 0.03 0.17 1.38 0.00
 -------- 04:00 0.03 0.18 1.38 0.00
 27.02.13 05:00 0.03 0.20 1.39 0.00
 -------- 06:00 0.03 0.17 1.39 0.00
 -------- 07:00 0.04 0.22 1.39 0.01
 -------- 08:00 0.04 0.25 1.40 0.01
 -------- 09:00 0.04 0.27 1.42 0.01
 27.02.13 10:00 0.04 0.24 1.43 0.01
 -------- 11:00 0.04 0.29 1.45 0.02
 -------- 12:00 0.03 0.23 1.43 0.01
 -------- 13:00 0.03 0.19 1.42 0.01
 -------- 14:00 0.03 0.19 1.42 0.01
 27.02.13 15:00 0.04 0.25 1.42 0.02
 -------- 16:00 0.03 0.23 1.44 0.01
 -------- 17:00 0.03 0.22 1.41 0.02
 -------- 18:00 0.04 0.25 1.41 0.01
 -------- 19:00 0.04 0.24 1.40 0.01
 27.02.13 20:00 0.05 0.28 1.43 0.01
 -------- 21:00 0.05 0.30 1.43 0.01
 -------- 22:00 0.06 0.26 1.42 0.01
 -------- 23:00 0.09 0.43 1.50 0.03
 -------- 00:00 0.07 0.46 1.52 0.07
 28.02.13 01:00 0.08 0.43 1.65 0.04
 -------- 02:00 0.05 0.30 1.48 0.01
 -------- 03:00 0.04 0.25 1.43 0.01
 -------- 04:00 0.02 0.23 1.42 0.01
 -------- 05:00 0.01 0.16 1.40 0.01
 28.02.13 06:00 0.01 0.13 1.38 0.01
 -------- 07:00 0.02 0.17 1.39 0.01
 -------- 08:00 0.02 0.20 1.41 0.01
 -------- 09:00 0.02 0.22 1.40 0.01
 -------- 10:00 0.02 0.25 1.41 0.01
 28.02.13 11:00 0.02 0.27 1.42 0.02
 -------- 12:00 0.01 0.25 1.40 0.02
 -------- 13:00 0.01 0.23 1.40 0.02
 -------- 14:00 0.01 0.20 1.38 0.02
 -------- 15:00 0.01 0.21 1.38 0.02
 28.02.13 16:00 ---- 0.25 1.39 0.02
 -------- 17:00 ---- 0.22 1.38 0.01
 -------- 18:00 ---- 0.24 1.40 0.01
 -------- 19:00 ---- 0.24 1.41 0.01
 -------- 20:00 0.00 0.39 1.47 0.03
 28.02.13 21:00 ---- 0.39 1.45 0.02
 -------- 22:00 ---- 0.28 1.41 0.01
 -------- 23:00 ---- 0.29 1.44 0.01
