 Date Time CO NO2 CHX NO
 14.01.13 00:00 0.07 0.23 1.43 0.01
 -------- 01:00 0.08 0.19 1.42 0.01
 -------- 02:00 0.07 0.17 1.41 0.01
 -------- 03:00 0.06 0.14 1.40 0.01
 -------- 04:00 0.03 0.13 1.39 0.00
 14.01.13 05:00 0.05 0.13 1.39 0.01
 -------- 06:00 0.08 0.14 1.39 0.01
 -------- 07:00 0.09 0.22 1.46 0.02
 -------- 08:00 0.11 0.27 1.51 0.04
 -------- 09:00 0.13 0.32 1.57 0.09
 14.01.13 10:00 0.12 0.30 1.54 0.08
 -------- 11:00 0.12 0.32 1.55 0.13
 -------- 12:00 0.10 0.26 1.47 0.06
 -------- 13:00 0.10 0.28 1.48 0.06
 -------- 14:00 0.10 0.29 1.48 0.06
 14.01.13 15:00 0.10 0.32 1.49 0.08
 -------- 16:00 0.10 0.31 1.44 0.05
 -------- 17:00 0.08 0.25 1.40 0.02
 -------- 18:00 0.08 0.25 1.40 0.02
 -------- 19:00 0.08 0.23 1.40 0.02
 14.01.13 20:00 0.08 0.22 1.39 0.02
 -------- 21:00 0.06 0.20 1.35 0.01
 -------- 22:00 0.06 0.20 1.36 0.01
 -------- 23:00 0.06 0.17 1.37 0.01
 -------- 00:00 0.05 0.16 1.36 0.01
 15.01.13 01:00 0.07 0.14 1.35 0.00
 -------- 02:00 0.07 0.09 1.33 0.00
 -------- 03:00 0.06 0.07 1.32 0.00
 -------- 04:00 0.06 0.07 1.32 0.00
 -------- 05:00 0.07 0.08 1.33 0.00
 15.01.13 06:00 0.06 0.09 1.33 0.00
 -------- 07:00 0.08 0.22 1.38 0.01
 -------- 08:00 0.10 0.30 1.41 0.03
 -------- 09:00 0.11 0.29 1.41 0.02
 -------- 10:00 0.09 0.28 1.41 0.02
 15.01.13 11:00 0.09 0.30 1.42 0.03
 -------- 12:00 0.08 0.28 1.42 0.04
 -------- 13:00 0.07 0.27 1.42 0.04
 -------- 14:00 0.07 0.28 1.43 0.04
 -------- 15:00 0.07 0.33 1.46 0.06
 15.01.13 16:00 0.06 0.31 1.43 0.03
 -------- 17:00 0.07 0.31 1.43 0.03
 -------- 18:00 0.06 0.28 1.43 0.02
 -------- 19:00 0.06 0.28 1.43 0.02
 -------- 20:00 0.06 0.29 1.46 0.02
 15.01.13 21:00 0.06 0.32 1.46 0.02
 -------- 22:00 0.09 0.39 1.50 0.07
 -------- 23:00 0.10 0.39 1.47 0.05
