 Date Time CO NO2 CHX NO
 28.01.13 12:00 0.18 0.41 1.56 0.17
 -------- 13:00 0.16 0.43 1.59 0.21
 -------- 14:00 0.17 0.44 1.66 0.21
 -------- 15:00 0.12 0.42 1.61 0.18
 -------- 16:00 0.13 0.45 1.60 0.20
 28.01.13 17:00 0.12 0.44 1.63 0.15
 -------- 18:00 0.11 0.41 1.62 0.06
 -------- 19:00 0.11 0.38 1.58 0.04
 -------- 20:00 0.10 0.38 1.54 0.04
 -------- 21:00 0.08 0.37 1.54 0.04
 28.01.13 22:00 0.08 0.37 1.53 0.04
 -------- 23:00 0.09 0.35 1.52 0.03
 -------- 00:00 0.08 0.34 1.52 0.02
 -------- 01:00 0.08 0.34 1.51 0.02
 -------- 02:00 0.07 0.31 1.48 0.01
 29.01.13 03:00 0.07 0.31 1.49 0.01
 -------- 04:00 0.06 0.26 1.47 0.00
 -------- 05:00 0.06 0.26 1.51 0.01
 -------- 06:00 0.06 0.33 1.53 0.04
 -------- 07:00 0.10 0.38 1.57 0.06
 29.01.13 08:00 0.12 0.41 1.66 0.18
 -------- 09:00 0.16 0.43 1.71 0.23
 -------- 10:00 0.16 0.41 1.74 0.19
 -------- 11:00 0.11 0.41 1.68 0.19
 -------- 12:00 0.11 0.41 1.71 0.20
 29.01.13 13:00 0.11 0.40 1.69 0.17
 -------- 14:00 0.10 0.39 1.67 0.14
 -------- 15:00 0.09 0.39 1.67 0.14
 -------- 16:00 0.09 0.38 1.66 0.14
 -------- 17:00 0.11 0.43 1.69 0.20
 29.01.13 18:00 0.10 0.42 1.69 0.15
 -------- 19:00 0.09 0.40 1.63 0.09
 -------- 20:00 0.08 0.38 1.65 0.07
 -------- 21:00 0.07 0.36 1.57 0.05
 -------- 22:00 0.07 0.38 1.61 0.07
 29.01.13 23:00 0.08 0.39 1.60 0.08
 -------- 00:00 0.06 0.40 1.62 0.10
 -------- 01:00 0.09 0.39 1.58 0.12
 -------- 02:00 0.08 0.38 1.56 0.08
 -------- 03:00 0.07 0.32 1.50 0.02
 30.01.13 04:00 0.07 0.37 1.63 0.07
 -------- 05:00 0.07 0.37 1.62 0.09
 -------- 06:00 0.08 0.37 1.61 0.09
 -------- 07:00 0.09 0.37 1.64 0.10
 -------- 08:00 0.10 0.36 1.67 0.11
 30.01.13 09:00 0.14 0.38 1.74 0.20
 -------- 10:00 0.14 0.38 1.74 0.21
 -------- 11:00 0.13 0.35 1.73 0.18
