 Date Time CO NO2 CHX NO
 30.04.13 12:00 0.03 0.23 1.42 0.01
 -------- 13:00 0.03 0.25 1.41 0.01
 -------- 14:00 0.03 0.29 1.43 0.02
 -------- 15:00 0.00 0.26 1.40 0.01
 -------- 16:00 0.02 0.24 1.39 0.02
 30.04.13 17:00 0.00 0.22 1.37 0.02
 -------- 18:00 0.01 0.17 1.37 0.02
 -------- 19:00 0.01 0.16 1.36 0.01
 -------- 20:00 0.00 0.17 1.37 0.01
 -------- 21:00 0.01 0.28 1.42 0.01
 30.04.13 22:00 0.03 0.36 1.45 0.01
 -------- 23:00 0.05 0.44 1.47 0.04
 -------- 00:00 0.03 0.38 1.42 0.02
 -------- 01:00 0.11 0.31 1.41 0.01
 -------- 02:00 0.08 0.31 1.39 0.01
 01.05.13 03:00 0.07 0.34 1.42 0.01
 -------- 04:00 0.07 0.21 1.39 0.01
 -------- 05:00 0.08 0.22 1.41 0.00
 -------- 06:00 0.09 0.26 1.42 0.01
 -------- 07:00 0.10 0.31 1.44 0.03
 01.05.13 08:00 0.09 0.22 1.40 0.02
 -------- 09:00 0.09 0.17 1.38 0.02
 -------- 10:00 0.10 0.14 1.37 0.01
 -------- 11:00 0.11 0.12 1.36 0.01
 -------- 12:00 0.09 0.08 1.33 0.01
 01.05.13 13:00 0.08 0.06 1.33 0.01
 -------- 14:00 0.09 0.06 1.32 0.01
 -------- 15:00 0.11 0.06 1.34 0.01
 -------- 16:00 0.09 0.07 1.33 0.01
 -------- 17:00 0.11 0.08 1.33 0.01
 01.05.13 18:00 0.10 0.08 1.33 0.00
 -------- 19:00 0.11 0.07 1.33 0.00
 -------- 20:00 0.11 0.09 1.35 0.00
 -------- 21:00 0.12 0.13 1.36 0.00
 -------- 22:00 0.14 0.21 1.43 0.00
 01.05.13 23:00 0.17 0.39 1.47 0.01
 -------- 00:00 0.15 0.48 1.51 0.05
 -------- 01:00 0.16 0.51 1.55 0.11
 -------- 02:00 0.17 0.53 1.61 0.18
 -------- 03:00 0.15 0.51 1.63 0.18
 02.05.13 04:00 0.12 0.48 1.64 0.14
 -------- 05:00 0.13 0.45 1.73 0.16
 -------- 06:00 0.12 0.41 1.70 0.12
 -------- 07:00 0.10 0.39 1.62 0.08
 -------- 08:00 0.09 0.38 1.58 0.07
 02.05.13 09:00 0.09 0.42 1.54 0.07
 -------- 10:00 0.08 0.28 1.43 0.03
 -------- 11:00 0.08 0.07 1.35 0.01
