 Date Time CO NO2 CHX NO
 23.10.12 22:00 0.14 0.29 1.46 0.04
 -------- 23:00 0.13 0.25 1.44 0.02
 -------- 00:00 0.09 0.26 1.45 0.04
 -------- 01:00 0.06 0.26 1.46 0.02
 -------- 02:00 0.06 0.28 1.52 0.04
 24.10.12 03:00 0.06 0.28 1.54 0.04
 -------- 04:00 0.05 0.27 1.54 0.03
 -------- 05:00 0.04 0.27 1.56 0.03
 -------- 06:00 0.05 0.26 1.57 0.05
 -------- 07:00 0.07 0.25 1.61 0.08
 24.10.12 08:00 0.08 0.26 1.64 0.09
 -------- 09:00 0.09 0.25 1.59 0.06
 -------- 10:00 0.07 0.24 1.61 0.05
 -------- 11:00 0.07 0.25 1.59 0.06
 -------- 12:00 0.07 0.26 1.55 0.05
 24.10.12 13:00 0.07 0.25 1.51 0.03
 -------- 14:00 0.06 0.21 1.48 0.02
 -------- 15:00 0.06 0.21 1.46 0.02
 -------- 16:00 0.06 0.22 1.48 0.03
 -------- 17:00 0.06 0.22 1.47 0.02
 24.10.12 18:00 0.05 0.19 1.44 0.02
 -------- 19:00 0.06 0.20 1.44 0.01
 -------- 20:00 0.10 0.24 1.48 0.03
 -------- 21:00 0.07 0.28 1.48 0.03
 -------- 22:00 0.07 0.26 1.45 0.03
 24.10.12 23:00 0.06 0.26 1.46 0.02
 -------- 00:00 0.04 0.22 1.45 0.02
 -------- 01:00 0.04 0.21 1.45 0.01
 -------- 02:00 0.03 0.18 1.44 0.01
 -------- 03:00 0.02 0.15 1.44 0.00
 25.10.12 04:00 0.02 0.16 1.44 0.01
 -------- 05:00 0.02 0.15 1.43 0.00
 -------- 06:00 0.02 0.17 1.43 0.01
 -------- 07:00 0.03 0.21 1.42 0.01
 -------- 08:00 0.05 0.24 1.44 0.02
 25.10.12 09:00 0.06 0.26 1.45 0.03
 -------- 10:00 0.06 0.27 1.45 0.03
 -------- 11:00 0.06 0.25 1.45 0.04
 -------- 12:00 0.06 0.25 1.48 0.03
 -------- 13:00 0.06 0.23 1.50 0.03
 25.10.12 14:00 0.05 0.21 1.46 0.02
 -------- 15:00 0.04 0.21 1.44 0.02
 -------- 16:00 0.05 0.22 1.49 0.02
 -------- 17:00 0.04 0.20 1.45 0.01
 -------- 18:00 0.03 0.18 1.44 0.01
 25.10.12 19:00 0.03 0.18 1.53 0.01
 -------- 20:00 0.02 0.23 1.48 0.01
 -------- 21:00 0.02 0.25 1.44 0.02
