 Date Time CO NO2 CHX NO
 06.12.12 00:00 0.05 0.33 1.50 0.07
 -------- 01:00 0.10 0.38 1.56 0.16
 -------- 02:00 0.08 0.36 1.49 0.11
 -------- 03:00 0.07 0.36 1.44 0.12
 -------- 04:00 0.06 0.34 1.45 0.11
 06.12.12 05:00 0.06 0.32 1.48 0.10
 -------- 06:00 0.04 0.30 1.44 0.09
 -------- 07:00 0.05 0.32 1.45 0.10
 -------- 08:00 0.07 0.32 1.46 0.12
 -------- 09:00 0.07 0.31 1.47 0.13
 06.12.12 10:00 0.08 0.32 1.49 0.15
 -------- 11:00 0.08 0.32 1.52 0.14
 -------- 12:00 0.09 0.32 1.98 0.16
 -------- 13:00 0.08 0.30 1.48 0.12
 -------- 14:00 0.07 0.30 1.47 0.10
 06.12.12 15:00 0.06 0.29 1.46 0.09
 -------- 16:00 0.05 0.28 1.42 0.06
 -------- 17:00 0.06 0.28 1.44 0.06
 -------- 18:00 0.05 0.27 1.43 0.04
 -------- 19:00 0.04 0.23 1.41 0.03
 06.12.12 20:00 0.05 0.25 1.41 0.03
 -------- 21:00 0.05 0.27 1.41 0.04
 -------- 22:00 0.06 0.26 1.44 0.04
 -------- 23:00 0.06 0.26 1.46 0.06
 -------- 00:00 0.04 0.23 1.46 0.03
 07.12.12 01:00 0.05 0.23 1.47 0.03
 -------- 02:00 0.05 0.21 1.47 0.02
 -------- 03:00 0.04 0.18 1.47 0.01
 -------- 04:00 0.04 0.17 1.49 0.01
 -------- 05:00 0.03 0.14 1.42 0.01
 07.12.12 06:00 0.04 0.15 1.40 0.01
 -------- 07:00 0.04 0.18 1.44 0.01
 -------- 08:00 0.05 0.20 1.41 0.02
 -------- 09:00 0.07 0.23 1.43 0.04
 -------- 10:00 0.06 0.23 1.41 0.03
 07.12.12 11:00 0.05 0.19 1.40 0.03
 -------- 12:00 0.06 0.23 1.40 0.04
 -------- 13:00 0.07 0.28 1.45 0.08
 -------- 14:00 0.08 0.27 1.43 0.06
 -------- 15:00 0.08 0.26 1.44 0.07
 07.12.12 16:00 0.11 0.29 1.52 0.09
 -------- 17:00 0.12 0.28 1.54 0.06
 -------- 18:00 0.13 0.27 1.56 0.07
 -------- 19:00 0.12 0.23 1.56 0.03
 -------- 20:00 0.11 0.21 1.58 0.03
 07.12.12 21:00 0.12 0.22 1.64 0.06
 -------- 22:00 0.10 0.21 1.66 0.09
 -------- 23:00 0.09 0.20 1.69 0.07
