 Date Time CO NO2 CHX NO
 20.01.13 00:00 0.14 0.35 1.81 0.24
 -------- 01:00 0.21 0.36 1.92 0.27
 -------- 02:00 0.23 0.38 2.09 0.33
 -------- 03:00 0.21 0.38 2.11 0.33
 -------- 04:00 0.19 0.42 2.34 0.39
 20.01.13 05:00 0.19 0.44 2.14 0.38
 -------- 06:00 0.21 0.44 2.21 0.39
 -------- 07:00 0.17 0.43 2.23 0.29
 -------- 08:00 0.18 0.43 2.35 0.30
 -------- 09:00 0.20 0.46 2.15 0.36
 20.01.13 10:00 0.20 0.47 2.02 0.41
 -------- 11:00 0.20 0.48 2.37 0.37
 -------- 12:00 0.22 0.48 2.71 0.38
 -------- 13:00 0.21 0.47 2.55 0.35
 -------- 14:00 0.27 0.52 2.31 0.41
 20.01.13 15:00 0.22 0.51 2.09 0.37
 -------- 16:00 0.23 0.51 2.00 0.39
 -------- 17:00 0.19 0.47 1.94 0.33
 -------- 18:00 0.19 0.46 1.97 0.33
 -------- 19:00 0.16 0.43 1.95 0.28
 20.01.13 20:00 0.15 0.43 1.92 0.26
 -------- 21:00 0.11 0.39 1.75 0.19
 -------- 22:00 0.07 0.35 1.59 0.12
 -------- 23:00 0.07 0.34 1.61 0.11
 -------- 00:00 0.08 0.33 1.63 0.11
 21.01.13 01:00 0.09 0.31 1.58 0.08
 -------- 02:00 0.09 0.29 1.59 0.07
 -------- 03:00 0.08 0.26 1.56 0.05
 -------- 04:00 0.09 0.26 1.58 0.06
 -------- 05:00 0.09 0.26 1.60 0.07
 21.01.13 06:00 0.06 0.27 1.59 0.10
 -------- 07:00 0.08 0.28 1.63 0.12
 -------- 08:00 0.13 0.30 1.65 0.17
 -------- 09:00 0.14 0.34 1.96 0.22
 -------- 10:00 0.12 0.32 1.87 0.17
 21.01.13 11:00 0.11 0.28 1.82 0.15
 -------- 12:00 0.07 0.23 1.55 0.11
 -------- 13:00 0.06 0.20 1.50 0.08
 -------- 14:00 0.08 0.21 1.57 0.09
 -------- 15:00 0.07 0.21 1.55 0.06
 21.01.13 16:00 0.07 0.20 1.67 0.04
 -------- 17:00 0.06 0.24 2.23 0.03
 -------- 18:00 0.07 0.28 1.63 0.03
 -------- 19:00 0.07 0.29 1.47 0.02
 -------- 20:00 0.08 0.27 1.45 0.01
 21.01.13 21:00 0.07 0.24 1.46 0.01
 -------- 22:00 0.06 0.25 1.47 0.01
 -------- 23:00 0.06 0.28 1.47 0.02
