 Date Time CO NO2 CHX NO
 20.12.12 12:00 0.16 0.42 1.77 0.30
 -------- 13:00 0.19 0.47 1.82 0.39
 -------- 14:00 0.25 0.53 1.96 0.53
 -------- 15:00 0.22 0.47 1.86 0.31
 -------- 16:00 0.21 0.46 1.87 0.29
 20.12.12 17:00 0.17 0.42 1.79 0.20
 -------- 18:00 0.20 0.43 1.72 0.25
 -------- 19:00 0.22 0.42 1.70 0.25
 -------- 20:00 0.22 0.42 1.74 0.26
 -------- 21:00 0.18 0.37 1.74 0.17
 20.12.12 22:00 0.13 0.33 1.85 0.07
 -------- 23:00 0.12 0.33 1.74 0.09
 -------- 00:00 0.10 0.33 1.75 0.11
 -------- 01:00 0.12 0.34 1.76 0.14
 -------- 02:00 0.16 0.35 1.84 0.19
 21.12.12 03:00 0.19 0.34 1.95 0.15
 -------- 04:00 0.13 0.32 1.74 0.14
 -------- 05:00 0.11 0.31 1.64 0.14
 -------- 06:00 0.11 0.32 1.71 0.15
 -------- 07:00 0.12 0.32 1.74 0.18
 21.12.12 08:00 0.12 0.32 1.86 0.16
 -------- 09:00 0.15 0.33 1.85 0.22
 -------- 10:00 0.18 0.36 1.90 0.31
 -------- 11:00 0.18 0.36 1.97 0.30
 -------- 12:00 0.18 0.38 1.97 0.33
 21.12.12 13:00 0.19 0.40 1.92 0.35
 -------- 14:00 0.19 0.41 1.90 0.33
 -------- 15:00 0.19 0.43 1.94 0.34
 -------- 16:00 0.19 0.42 1.83 0.32
 -------- 17:00 0.19 0.39 1.81 0.32
 21.12.12 18:00 0.20 0.37 1.75 0.26
 -------- 19:00 0.19 0.36 1.80 0.24
 -------- 20:00 0.15 0.36 1.75 0.17
 -------- 21:00 0.15 0.35 1.75 0.18
 -------- 22:00 0.14 0.35 1.72 0.15
 21.12.12 23:00 0.12 0.35 1.70 0.14
 -------- 00:00 0.12 0.35 1.74 0.16
 -------- 01:00 0.15 0.34 1.73 0.16
 -------- 02:00 0.15 0.35 1.71 0.14
 -------- 03:00 0.12 0.35 1.66 0.13
 22.12.12 04:00 0.11 0.35 1.61 0.09
 -------- 05:00 0.10 0.35 1.59 0.06
 -------- 06:00 0.10 0.36 1.57 0.08
 -------- 07:00 0.10 0.36 1.56 0.06
 -------- 08:00 0.14 0.38 1.65 0.12
 22.12.12 09:00 0.16 0.38 1.66 0.15
 -------- 10:00 0.14 0.38 1.59 0.11
 -------- 11:00 0.11 0.35 1.51 0.06
