 Date Time CO NO2 CHX NO
 10.10.12 12:00 0.07 0.23 1.49 0.08
 -------- 13:00 0.08 0.23 1.49 0.09
 -------- 14:00 0.06 0.21 1.46 0.04
 -------- 15:00 0.08 0.23 1.44 0.03
 -------- 16:00 0.07 0.21 1.42 0.02
 10.10.12 17:00 0.09 0.25 1.46 0.04
 -------- 18:00 0.09 0.27 1.47 0.04
 -------- 19:00 0.09 0.28 1.46 0.03
 -------- 20:00 0.07 0.21 1.40 0.01
 -------- 21:00 0.07 0.23 1.40 0.01
 10.10.12 22:00 0.06 0.22 1.40 0.01
 -------- 23:00 0.05 0.21 1.41 0.01
 -------- 00:00 0.04 0.19 1.41 0.01
 -------- 01:00 0.02 0.14 1.38 0.01
 -------- 02:00 0.02 0.12 1.37 0.01
 11.10.12 03:00 0.01 0.10 1.36 0.01
 -------- 04:00 0.01 0.10 1.37 0.01
 -------- 05:00 0.01 0.10 1.37 0.01
 -------- 06:00 0.02 0.12 1.36 0.01
 -------- 07:00 0.02 0.16 1.37 0.01
 11.10.12 08:00 0.04 0.19 1.39 0.02
 -------- 09:00 0.06 0.20 1.40 0.03
 -------- 10:00 0.06 0.18 1.42 0.04
 -------- 11:00 0.05 0.18 1.42 0.04
 -------- 12:00 0.06 0.18 1.41 0.04
 11.10.12 13:00 0.08 0.18 1.43 0.04
 -------- 14:00 0.08 0.17 1.40 0.04
 -------- 15:00 0.09 0.19 1.43 0.05
 -------- 16:00 0.09 0.20 1.43 0.05
 -------- 17:00 0.08 0.21 1.44 0.04
 11.10.12 18:00 0.08 0.23 1.44 0.02
 -------- 19:00 0.10 0.27 1.49 0.04
 -------- 20:00 0.09 0.27 1.47 0.05
 -------- 21:00 0.09 0.28 1.50 0.06
 -------- 22:00 0.09 0.27 1.46 0.05
 11.10.12 23:00 0.09 0.26 1.48 0.06
 -------- 00:00 0.07 0.26 1.45 0.06
 -------- 01:00 0.07 0.24 1.45 0.03
 -------- 02:00 0.06 0.23 1.49 0.02
 -------- 03:00 0.06 0.24 1.48 0.03
 12.10.12 04:00 0.07 0.24 1.47 0.03
 -------- 05:00 0.09 0.24 1.55 0.04
 -------- 06:00 0.08 0.23 1.53 0.03
 -------- 07:00 0.09 0.24 1.55 0.06
 -------- 08:00 0.14 0.28 1.65 0.20
 12.10.12 09:00 0.20 0.33 1.76 0.34
 -------- 10:00 0.22 0.36 1.79 0.35
 -------- 11:00 0.17 0.39 1.73 0.29
