 Date Time CO NO2 CHX NO
 10.04.13 12:00 0.08 0.53 1.48 0.11
 -------- 13:00 0.06 0.44 1.45 0.07
 -------- 14:00 0.05 0.41 1.44 0.06
 -------- 15:00 0.06 0.38 1.43 0.05
 -------- 16:00 0.06 0.39 1.43 0.05
 10.04.13 17:00 0.07 0.36 1.42 0.04
 -------- 18:00 0.07 0.39 1.43 0.04
 -------- 19:00 0.07 0.42 1.44 0.03
 -------- 20:00 0.08 0.42 1.45 0.02
 -------- 21:00 0.08 0.41 1.47 0.01
 10.04.13 22:00 0.11 0.44 1.52 0.01
 -------- 23:00 0.13 0.64 1.64 0.02
 -------- 00:00 0.09 0.59 1.61 0.03
 -------- 01:00 0.08 0.51 1.61 0.01
 -------- 02:00 0.07 0.47 1.72 0.01
 11.04.13 03:00 0.06 0.48 1.73 0.01
 -------- 04:00 0.06 0.50 1.61 0.02
 -------- 05:00 0.06 0.49 1.59 0.01
 -------- 06:00 0.07 0.54 1.69 0.03
 -------- 07:00 0.08 0.53 1.72 0.04
 11.04.13 08:00 0.10 0.59 1.75 0.13
 -------- 09:00 0.11 0.57 1.74 0.11
 -------- 10:00 0.09 0.51 1.66 0.09
 -------- 11:00 0.07 0.57 1.54 0.17
 -------- 12:00 0.06 0.58 1.51 0.15
 11.04.13 13:00 0.07 0.36 1.45 0.06
 -------- 14:00 0.07 0.41 1.45 0.06
 -------- 15:00 0.07 0.39 1.45 0.05
 -------- 16:00 0.07 0.35 1.44 0.03
 -------- 17:00 0.07 0.29 1.44 0.02
 11.04.13 18:00 0.07 0.35 1.47 0.02
 -------- 19:00 0.07 0.26 1.47 0.01
 -------- 20:00 0.08 0.28 1.51 0.01
 -------- 21:00 0.09 0.35 1.55 0.01
 -------- 22:00 0.10 0.44 1.67 0.01
 11.04.13 23:00 0.11 0.50 1.65 0.01
 -------- 00:00 0.07 0.37 1.82 0.01
 -------- 01:00 0.09 0.47 1.71 0.01
 -------- 02:00 0.09 0.66 1.62 0.08
 -------- 03:00 0.09 0.64 1.64 0.03
 12.04.13 04:00 0.09 0.61 1.73 0.02
 -------- 05:00 0.08 0.60 1.75 0.03
 -------- 06:00 0.08 0.62 1.72 0.05
 -------- 07:00 0.10 0.63 1.96 0.10
 -------- 08:00 0.13 0.67 2.20 0.13
 12.04.13 09:00 0.17 0.73 2.40 0.18
 -------- 10:00 0.17 0.78 2.49 0.21
 -------- 11:00 0.12 0.62 1.71 0.18
