 Date Time CO NO2 CHX NO
 14.02.13 00:00 0.09 0.42 1.53 0.05
 -------- 01:00 0.08 0.39 1.49 0.03
 -------- 02:00 0.07 0.37 1.47 0.02
 -------- 03:00 0.06 0.34 1.47 0.01
 -------- 04:00 0.05 0.30 1.45 0.01
 14.02.13 05:00 0.05 0.25 1.45 0.01
 -------- 06:00 0.06 0.28 1.45 0.01
 -------- 07:00 0.07 0.30 1.47 0.01
 -------- 08:00 0.09 0.34 1.52 0.02
 -------- 09:00 0.10 0.32 1.53 0.03
 14.02.13 10:00 0.11 0.30 1.49 0.05
 -------- 11:00 0.13 0.32 1.51 0.06
 -------- 12:00 0.12 0.32 1.48 0.06
 -------- 13:00 0.10 0.26 1.45 0.03
 -------- 14:00 0.10 0.26 1.46 0.03
 14.02.13 15:00 0.10 0.29 1.47 0.04
 -------- 16:00 0.09 0.30 1.45 0.03
 -------- 17:00 0.09 0.35 1.47 0.03
 -------- 18:00 0.09 0.37 1.47 0.02
 -------- 19:00 0.10 0.37 1.47 0.01
 14.02.13 20:00 0.11 0.36 1.49 0.01
 -------- 21:00 0.13 0.38 1.52 0.03
 -------- 22:00 0.13 0.43 1.55 0.05
 -------- 23:00 0.13 0.44 1.58 0.06
 -------- 00:00 0.10 0.39 1.73 0.04
 15.02.13 01:00 0.11 0.42 1.83 0.04
 -------- 02:00 0.12 0.44 1.79 0.07
 -------- 03:00 0.13 0.42 1.75 0.07
 -------- 04:00 0.12 0.42 1.72 0.08
 -------- 05:00 0.10 0.41 1.71 0.06
 15.02.13 06:00 0.09 0.38 1.65 0.03
 -------- 07:00 0.11 0.41 1.74 0.06
 -------- 08:00 0.13 0.43 1.77 0.10
 -------- 09:00 0.16 0.46 1.87 0.13
 -------- 10:00 0.18 0.45 1.64 0.17
 15.02.13 11:00 0.18 0.45 1.61 0.18
 -------- 12:00 0.20 0.45 1.61 0.22
 -------- 13:00 0.15 0.39 1.53 0.12
 -------- 14:00 0.13 0.39 1.54 0.11
 -------- 15:00 0.14 0.43 1.59 0.14
 15.02.13 16:00 0.15 0.46 1.60 0.13
 -------- 17:00 0.12 0.42 1.54 0.07
 -------- 18:00 0.09 0.40 1.50 0.03
 -------- 19:00 0.09 0.36 1.48 0.01
 -------- 20:00 0.10 0.42 1.54 0.02
 15.02.13 21:00 0.10 0.41 1.60 0.04
 -------- 22:00 0.14 0.50 1.79 0.11
 -------- 23:00 0.15 0.50 1.83 0.13
