 Date Time CO NO2 CHX NO
 08.02.13 12:00 0.08 0.27 1.45 0.06
 -------- 13:00 0.07 0.27 1.43 0.07
 -------- 14:00 0.08 0.30 1.45 0.08
 -------- 15:00 0.09 0.29 1.47 0.07
 -------- 16:00 0.09 0.29 1.46 0.05
 08.02.13 17:00 0.09 0.30 1.44 0.05
 -------- 18:00 0.10 0.30 1.46 0.06
 -------- 19:00 0.08 0.32 1.46 0.04
 -------- 20:00 0.08 0.32 1.46 0.05
 -------- 21:00 0.07 0.31 1.44 0.05
 08.02.13 22:00 0.08 0.35 1.48 0.05
 -------- 23:00 0.08 0.30 1.46 0.02
 -------- 00:00 0.07 0.31 1.45 0.03
 -------- 01:00 0.07 0.25 1.43 0.01
 -------- 02:00 0.06 0.27 1.44 0.03
 09.02.13 03:00 0.07 0.27 1.45 0.02
 -------- 04:00 0.07 0.31 1.45 0.03
 -------- 05:00 0.05 0.24 1.41 0.02
 -------- 06:00 0.05 0.25 1.41 0.03
 -------- 07:00 0.05 0.26 1.41 0.03
 09.02.13 08:00 0.04 0.26 1.42 0.03
 -------- 09:00 0.03 0.21 1.41 0.02
 -------- 10:00 0.03 0.27 1.41 0.03
 -------- 11:00 0.02 0.22 1.40 0.03
 -------- 12:00 0.03 0.27 1.42 0.05
 09.02.13 13:00 0.03 0.24 1.44 0.03
 -------- 14:00 0.04 0.30 1.48 0.04
 -------- 15:00 0.05 0.26 1.45 0.03
 -------- 16:00 0.06 0.26 1.44 0.02
 -------- 17:00 0.06 0.27 1.44 0.02
 09.02.13 18:00 0.06 0.26 1.42 0.01
 -------- 19:00 0.05 0.24 1.42 0.01
 -------- 20:00 0.05 0.21 1.41 0.01
 -------- 21:00 0.05 0.26 1.43 0.01
 -------- 22:00 0.06 0.32 1.44 0.03
 09.02.13 23:00 0.05 0.30 1.41 0.02
 -------- 00:00 0.04 0.27 1.40 0.02
 -------- 01:00 0.06 0.26 1.39 0.03
 -------- 02:00 0.06 0.27 1.40 0.03
 -------- 03:00 0.06 0.26 1.39 0.03
 10.02.13 04:00 0.05 0.24 1.38 0.02
 -------- 05:00 0.05 0.22 1.38 0.02
 -------- 06:00 0.05 0.21 1.39 0.02
 -------- 07:00 0.05 0.27 1.39 0.03
 -------- 08:00 0.05 0.25 1.40 0.03
 10.02.13 09:00 0.05 0.24 1.42 0.02
 -------- 10:00 0.06 0.27 1.43 0.04
 -------- 11:00 0.06 0.27 1.44 0.04
