 Date Time CO NO2 CHX NO
 16.12.12 12:00 0.10 0.31 1.54 0.14
 -------- 13:00 0.11 0.31 1.54 0.13
 -------- 14:00 0.12 0.33 1.55 0.14
 -------- 15:00 0.09 0.33 1.54 0.11
 -------- 16:00 0.12 0.37 1.61 0.13
 16.12.12 17:00 0.14 0.36 1.57 0.11
 -------- 18:00 0.13 0.36 1.54 0.09
 -------- 19:00 0.11 0.35 1.52 0.07
 -------- 20:00 0.10 0.37 1.54 0.10
 -------- 21:00 0.15 0.38 1.62 0.15
 16.12.12 22:00 0.13 0.39 1.62 0.14
 -------- 23:00 0.14 0.37 1.63 0.15
 -------- 00:00 0.12 0.37 1.62 0.15
 -------- 01:00 0.11 0.36 1.64 0.12
 -------- 02:00 0.12 0.37 1.79 0.18
 17.12.12 03:00 0.13 0.36 1.80 0.18
 -------- 04:00 0.13 0.37 1.98 0.20
 -------- 05:00 0.11 0.38 2.03 0.17
 -------- 06:00 0.12 0.39 1.89 0.20
 -------- 07:00 0.19 0.39 2.01 0.33
 17.12.12 08:00 0.25 0.42 2.01 0.40
 -------- 09:00 0.27 0.43 1.94 0.41
 -------- 10:00 0.31 0.46 1.99 0.48
 -------- 11:00 0.27 0.48 1.96 0.43
 -------- 12:00 0.20 0.47 1.77 0.33
 17.12.12 13:00 0.17 0.46 1.74 0.24
 -------- 14:00 0.18 0.48 1.76 0.26
 -------- 15:00 0.11 0.43 1.70 0.15
 -------- 16:00 0.09 0.42 1.65 0.12
 -------- 17:00 0.10 0.42 1.58 0.13
 17.12.12 18:00 0.09 0.41 1.54 0.10
 -------- 19:00 0.09 0.39 1.54 0.10
 -------- 20:00 0.08 0.36 1.61 0.09
 -------- 21:00 0.06 0.32 1.61 0.05
 -------- 22:00 0.06 0.32 1.56 0.06
 17.12.12 23:00 0.06 0.32 1.58 0.09
 -------- 00:00 0.06 0.32 1.59 0.08
 -------- 01:00 0.08 0.29 1.53 0.04
 -------- 02:00 0.08 0.28 1.55 0.04
 -------- 03:00 0.10 0.29 1.58 0.06
 18.12.12 04:00 0.10 0.29 1.59 0.06
 -------- 05:00 0.10 0.30 1.60 0.08
 -------- 06:00 0.09 0.29 1.59 0.05
 -------- 07:00 0.12 0.32 1.62 0.12
 -------- 08:00 0.14 0.33 1.63 0.16
 18.12.12 09:00 0.16 0.36 1.69 0.18
 -------- 10:00 0.17 0.34 1.69 0.20
 -------- 11:00 0.20 0.34 1.78 0.23
