 Date Time CO NO2 CHX NO
 11.10.12 00:00 0.03 0.19 1.40 0.01
 -------- 01:00 0.02 0.14 1.38 0.01
 -------- 02:00 0.02 0.12 1.37 0.01
 -------- 03:00 0.01 0.10 1.36 0.01
 -------- 04:00 0.01 0.10 1.37 0.01
 11.10.12 05:00 0.01 0.10 1.37 0.01
 -------- 06:00 0.02 0.12 1.36 0.01
 -------- 07:00 0.02 0.16 1.37 0.01
 -------- 08:00 0.04 0.19 1.39 0.02
 -------- 09:00 0.06 0.20 1.40 0.03
 11.10.12 10:00 0.06 0.18 1.42 0.04
 -------- 11:00 0.05 0.18 1.42 0.04
 -------- 12:00 0.06 0.18 1.41 0.04
 -------- 13:00 0.08 0.18 1.43 0.04
 -------- 14:00 0.08 0.17 1.40 0.04
 11.10.12 15:00 0.09 0.19 1.43 0.05
 -------- 16:00 0.09 0.20 1.43 0.05
 -------- 17:00 0.08 0.21 1.44 0.04
 -------- 18:00 0.08 0.23 1.44 0.02
 -------- 19:00 0.10 0.27 1.49 0.04
 11.10.12 20:00 0.09 0.27 1.47 0.05
 -------- 21:00 0.09 0.28 1.50 0.06
 -------- 22:00 0.09 0.27 1.46 0.05
 -------- 23:00 0.09 0.26 1.48 0.06
 -------- 00:00 0.07 0.26 1.45 0.06
 12.10.12 01:00 0.07 0.24 1.45 0.03
 -------- 02:00 0.06 0.23 1.49 0.02
 -------- 03:00 0.06 0.24 1.48 0.03
 -------- 04:00 0.07 0.24 1.47 0.03
 -------- 05:00 0.09 0.24 1.55 0.04
 12.10.12 06:00 0.08 0.23 1.53 0.03
 -------- 07:00 0.09 0.24 1.55 0.06
 -------- 08:00 0.14 0.28 1.65 0.20
 -------- 09:00 0.20 0.33 1.76 0.34
 -------- 10:00 0.22 0.36 1.79 0.35
 12.10.12 11:00 0.17 0.39 1.73 0.29
 -------- 12:00 0.21 0.45 1.84 0.34
 -------- 13:00 0.19 0.44 1.73 0.23
 -------- 14:00 0.18 0.41 1.67 0.21
 -------- 15:00 0.15 0.37 1.57 0.16
 12.10.12 16:00 0.14 0.35 1.68 0.13
 -------- 17:00 0.13 0.30 1.76 0.14
 -------- 18:00 0.12 0.27 1.88 0.12
 -------- 19:00 0.12 0.27 1.68 0.11
 -------- 20:00 0.11 0.25 1.57 0.09
 12.10.12 21:00 0.10 0.27 1.53 0.08
 -------- 22:00 0.08 0.24 1.47 0.05
 -------- 23:00 0.07 0.24 1.44 0.02
