 Date Time CO NO2 CHX NO
 16.01.13 12:00 0.12 0.40 1.63 0.19
 -------- 13:00 0.12 0.41 1.65 0.21
 -------- 14:00 0.14 0.42 1.68 0.22
 -------- 15:00 0.14 0.43 1.70 0.26
 -------- 16:00 0.15 0.44 1.72 0.27
 16.01.13 17:00 0.16 0.45 1.75 0.30
 -------- 18:00 0.15 0.44 1.85 0.26
 -------- 19:00 0.13 0.40 1.74 0.16
 -------- 20:00 0.09 0.35 1.69 0.07
 -------- 21:00 0.08 0.33 1.84 0.06
 16.01.13 22:00 0.08 0.33 1.59 0.08
 -------- 23:00 0.07 0.33 1.53 0.07
 -------- 00:00 0.06 0.32 1.49 0.06
 -------- 01:00 0.08 0.30 1.47 0.04
 -------- 02:00 0.07 0.28 1.45 0.02
 17.01.13 03:00 0.07 0.27 1.43 0.01
 -------- 04:00 0.07 0.23 1.42 0.01
 -------- 05:00 0.06 0.22 1.41 0.01
 -------- 06:00 0.07 0.23 1.42 0.01
 -------- 07:00 0.08 0.27 1.44 0.02
 17.01.13 08:00 0.08 0.27 1.45 0.03
 -------- 09:00 0.09 0.28 1.47 0.03
 -------- 10:00 0.08 0.27 1.45 0.02
 -------- 11:00 0.08 0.26 1.44 0.03
 -------- 12:00 0.07 0.25 1.43 0.03
 17.01.13 13:00 0.07 0.23 1.42 0.03
 -------- 14:00 0.06 0.21 1.41 0.03
 -------- 15:00 0.06 0.19 1.40 0.02
 -------- 16:00 0.07 0.23 1.41 0.02
 -------- 17:00 0.07 0.21 1.40 0.02
 17.01.13 18:00 0.07 0.22 1.41 0.02
 -------- 19:00 0.07 0.22 1.42 0.01
 -------- 20:00 0.07 0.23 1.43 0.01
 -------- 21:00 0.08 0.24 1.45 0.01
 -------- 22:00 0.07 0.21 1.41 0.01
 17.01.13 23:00 0.07 0.20 1.41 0.01
 -------- 00:00 0.06 0.20 1.40 0.01
 -------- 01:00 0.04 0.20 1.40 0.01
 -------- 02:00 0.05 0.20 1.40 0.01
 -------- 03:00 0.04 0.19 1.41 0.01
 18.01.13 04:00 0.05 0.16 1.40 0.01
 -------- 05:00 0.05 0.18 1.41 0.01
 -------- 06:00 0.06 0.19 1.42 0.01
 -------- 07:00 0.07 0.21 1.43 0.01
 -------- 08:00 0.09 0.26 1.47 0.02
 18.01.13 09:00 0.09 0.27 1.48 0.02
 -------- 10:00 0.12 0.29 1.51 0.04
 -------- 11:00 0.09 0.26 1.49 0.04
