 Date Time CO NO2 CHX NO
 22.10.12 12:00 0.03 0.13 1.41 0.03
 -------- 13:00 0.01 0.10 1.39 0.03
 -------- 14:00 0.03 0.13 1.40 0.02
 -------- 15:00 0.06 0.16 1.38 0.01
 -------- 16:00 0.06 0.15 1.37 0.01
 22.10.12 17:00 0.07 0.14 1.37 0.01
 -------- 18:00 0.08 0.13 1.35 0.01
 -------- 19:00 0.10 0.14 1.38 0.01
 -------- 20:00 0.13 0.16 1.39 0.01
 -------- 21:00 0.10 0.12 1.37 0.00
 22.10.12 22:00 0.09 0.10 1.36 0.01
 -------- 23:00 0.10 0.07 1.36 0.00
 -------- 00:00 0.09 0.09 1.38 0.00
 -------- 01:00 0.06 0.13 1.39 0.00
 -------- 02:00 0.07 0.11 1.39 0.00
 23.10.12 03:00 0.07 0.09 1.38 0.01
 -------- 04:00 0.06 0.09 1.38 0.00
 -------- 05:00 0.06 0.12 1.38 0.01
 -------- 06:00 0.07 0.12 1.39 0.00
 -------- 07:00 0.07 0.13 1.38 0.00
 23.10.12 08:00 0.11 0.20 1.43 0.01
 -------- 09:00 0.13 0.25 1.48 0.02
 -------- 10:00 0.14 0.26 1.62 0.05
 -------- 11:00 0.14 0.28 1.55 0.06
 -------- 12:00 0.14 0.30 1.51 0.08
 23.10.12 13:00 0.14 0.30 1.51 0.08
 -------- 14:00 0.14 0.29 1.50 0.08
 -------- 15:00 0.14 0.27 1.49 0.07
 -------- 16:00 0.14 0.27 1.48 0.05
 -------- 17:00 0.14 0.29 1.49 0.08
 23.10.12 18:00 0.13 0.28 1.46 0.03
 -------- 19:00 0.14 0.31 1.48 0.05
 -------- 20:00 0.14 0.32 1.47 0.06
 -------- 21:00 0.13 0.29 1.46 0.04
 -------- 22:00 0.14 0.30 1.47 0.05
 23.10.12 23:00 0.13 0.25 1.44 0.02
 -------- 00:00 0.09 0.26 1.45 0.04
 -------- 01:00 0.06 0.26 1.46 0.02
 -------- 02:00 0.06 0.28 1.52 0.04
 -------- 03:00 0.06 0.28 1.54 0.04
 24.10.12 04:00 0.05 0.27 1.54 0.03
 -------- 05:00 0.04 0.27 1.56 0.03
 -------- 06:00 0.05 0.26 1.57 0.05
 -------- 07:00 0.07 0.25 1.61 0.08
 -------- 08:00 0.08 0.26 1.64 0.09
 24.10.12 09:00 0.09 0.25 1.59 0.06
 -------- 10:00 0.07 0.24 1.61 0.05
 -------- 11:00 0.07 0.25 1.59 0.06
