 Date Time CO NO2 CHX NO
 18.12.12 00:00 0.06 0.32 1.60 0.08
 -------- 01:00 0.08 0.29 1.53 0.04
 -------- 02:00 0.08 0.28 1.55 0.04
 -------- 03:00 0.10 0.29 1.58 0.06
 -------- 04:00 0.10 0.29 1.59 0.06
 18.12.12 05:00 0.10 0.30 1.60 0.08
 -------- 06:00 0.09 0.29 1.59 0.05
 -------- 07:00 0.12 0.32 1.62 0.12
 -------- 08:00 0.14 0.33 1.63 0.16
 -------- 09:00 0.16 0.36 1.69 0.18
 18.12.12 10:00 0.17 0.34 1.69 0.20
 -------- 11:00 0.20 0.34 1.78 0.23
 -------- 12:00 0.17 0.33 1.68 0.24
 -------- 13:00 0.17 0.34 1.69 0.24
 -------- 14:00 0.15 0.33 1.65 0.20
 18.12.12 15:00 0.14 0.33 1.62 0.21
 -------- 16:00 0.12 0.34 1.56 0.17
 -------- 17:00 0.10 0.32 1.57 0.08
 -------- 18:00 0.11 0.31 1.61 0.08
 -------- 19:00 0.12 0.31 1.58 0.08
 18.12.12 20:00 0.12 0.30 1.54 0.07
 -------- 21:00 0.11 0.29 1.56 0.07
 -------- 22:00 0.10 0.28 1.56 0.05
 -------- 23:00 0.10 0.28 1.55 0.05
 -------- 00:00 0.08 0.27 1.50 0.04
 19.12.12 01:00 0.07 0.27 1.48 0.04
 -------- 02:00 0.07 0.27 1.48 0.03
 -------- 03:00 0.07 0.27 1.49 0.04
 -------- 04:00 0.06 0.25 1.49 0.03
 -------- 05:00 0.06 0.26 1.51 0.04
 19.12.12 06:00 0.07 0.27 1.53 0.06
 -------- 07:00 0.07 0.29 1.54 0.09
 -------- 08:00 0.10 0.30 1.58 0.16
 -------- 09:00 0.16 0.32 1.58 0.17
 -------- 10:00 0.15 0.32 1.60 0.17
 19.12.12 11:00 0.13 0.31 1.60 0.15
 -------- 12:00 0.11 0.31 1.58 0.16
 -------- 13:00 0.09 0.28 1.52 0.12
 -------- 14:00 0.10 0.32 1.56 0.16
 -------- 15:00 0.11 0.34 1.59 0.18
 19.12.12 16:00 0.10 0.34 1.55 0.17
 -------- 17:00 0.11 0.34 1.51 0.10
 -------- 18:00 0.10 0.35 1.55 0.12
 -------- 19:00 0.10 0.37 1.57 0.14
 -------- 20:00 0.10 0.38 1.59 0.18
 19.12.12 21:00 0.11 0.39 1.61 0.19
 -------- 22:00 0.10 0.38 1.59 0.17
 -------- 23:00 0.11 0.37 1.60 0.15
