 Date Time CO NO2 CHX NO
 20.09.12 12:00 0.08 0.28 1.47 0.05
 -------- 13:00 0.07 0.21 1.42 0.03
 -------- 14:00 0.06 0.19 1.46 0.02
 -------- 15:00 0.07 0.18 1.46 0.01
 -------- 16:00 0.08 0.17 1.43 0.01
 20.09.12 17:00 0.09 0.19 1.41 0.01
 -------- 18:00 0.09 0.21 1.42 0.01
 -------- 19:00 0.12 0.30 1.52 0.01
 -------- 20:00 0.18 0.49 1.56 0.05
 -------- 21:00 0.19 0.52 1.60 0.11
 20.09.12 22:00 0.16 0.47 1.60 0.06
 -------- 23:00 0.12 0.44 1.60 0.04
 -------- 00:00 0.10 0.41 1.66 0.04
 -------- 01:00 0.10 0.37 1.61 0.03
 -------- 02:00 0.10 0.34 1.51 0.03
 21.09.12 03:00 0.08 0.35 1.51 0.04
 -------- 04:00 0.04 0.33 1.52 0.03
 -------- 05:00 0.05 0.35 1.52 0.06
 -------- 06:00 0.06 0.35 1.55 0.06
 -------- 07:00 0.11 0.35 1.61 0.10
 21.09.12 08:00 0.15 0.37 1.69 0.19
 -------- 09:00 0.17 0.38 1.71 0.20
 -------- 10:00 0.18 0.42 1.69 0.17
 -------- 11:00 0.18 0.47 1.74 0.20
 -------- 12:00 0.15 0.43 1.58 0.12
 21.09.12 13:00 0.11 0.32 1.48 0.04
 -------- 14:00 0.09 0.29 1.43 0.02
 -------- 15:00 0.09 0.21 1.40 0.01
 -------- 16:00 0.08 0.21 1.40 0.01
 -------- 17:00 0.08 0.19 1.41 0.01
 21.09.12 18:00 0.09 0.24 1.49 0.01
 -------- 19:00 0.09 0.20 1.44 0.01
 -------- 20:00 0.06 0.17 1.39 0.01
 -------- 21:00 0.06 0.17 1.39 0.01
 -------- 22:00 0.05 0.16 1.38 0.01
 21.09.12 23:00 0.04 0.17 1.39 0.01
 -------- 00:00 0.03 0.17 1.39 0.01
 -------- 01:00 0.04 0.18 1.41 0.01
 -------- 02:00 0.03 0.13 1.39 0.01
 -------- 03:00 0.04 0.11 1.39 0.01
 22.09.12 04:00 0.02 0.12 1.37 0.00
 -------- 05:00 0.02 0.12 1.37 0.00
 -------- 06:00 0.03 0.14 1.37 0.00
 -------- 07:00 0.03 0.19 1.39 0.01
 -------- 08:00 0.04 0.20 1.40 0.02
 22.09.12 09:00 0.03 0.17 1.37 0.02
 -------- 10:00 0.04 0.17 1.40 0.04
 -------- 11:00 0.04 0.15 1.41 0.03
