 Date Time CO NO2 CHX NO
 12.02.13 00:00 0.06 0.26 1.50 0.04
 -------- 01:00 0.07 0.23 1.49 0.02
 -------- 02:00 0.05 0.19 1.43 0.02
 -------- 03:00 0.05 0.23 1.42 0.01
 -------- 04:00 0.06 0.25 1.46 0.01
 12.02.13 05:00 0.05 0.21 1.45 0.01
 -------- 06:00 0.06 0.19 1.42 0.01
 -------- 07:00 0.07 0.22 1.42 0.01
 -------- 08:00 0.08 0.20 1.45 0.03
 -------- 09:00 0.08 0.21 1.45 0.02
 12.02.13 10:00 0.08 0.23 1.43 0.03
 -------- 11:00 0.08 0.20 1.41 0.02
 -------- 12:00 0.06 0.20 1.41 0.02
 -------- 13:00 0.06 0.18 1.40 0.01
 -------- 14:00 0.06 0.20 1.38 0.01
 12.02.13 15:00 0.06 0.20 1.37 0.01
 -------- 16:00 0.06 0.19 1.37 0.01
 -------- 17:00 0.06 0.17 1.36 0.01
 -------- 18:00 0.06 0.16 1.36 0.01
 -------- 19:00 0.10 0.17 1.37 0.01
 12.02.13 20:00 0.11 0.20 1.41 0.01
 -------- 21:00 0.11 0.24 1.40 0.01
 -------- 22:00 0.11 0.23 1.40 0.01
 -------- 23:00 0.11 0.24 1.41 0.01
 -------- 00:00 0.08 0.23 1.40 0.01
 13.02.13 01:00 0.07 0.21 1.41 0.00
 -------- 02:00 0.07 0.27 1.43 0.01
 -------- 03:00 0.07 0.23 1.43 0.01
 -------- 04:00 0.08 0.28 1.45 0.01
 -------- 05:00 0.08 0.31 1.51 0.02
 13.02.13 06:00 0.08 0.32 1.57 0.02
 -------- 07:00 0.09 0.36 1.55 0.04
 -------- 08:00 0.11 0.41 1.53 0.09
 -------- 09:00 0.12 0.40 1.52 0.10
 -------- 10:00 0.13 0.41 1.59 0.10
 13.02.13 11:00 0.12 0.39 1.56 0.10
 -------- 12:00 0.12 0.40 1.54 0.11
 -------- 13:00 0.12 0.37 1.47 0.09
 -------- 14:00 0.10 0.33 1.47 0.06
 -------- 15:00 0.11 0.35 1.50 0.05
 13.02.13 16:00 0.10 0.33 1.43 0.03
 -------- 17:00 0.09 0.33 1.51 0.02
 -------- 18:00 0.09 0.33 1.50 0.02
 -------- 19:00 0.09 0.30 1.44 0.01
 -------- 20:00 0.09 0.30 1.43 0.01
 13.02.13 21:00 0.10 0.32 1.44 0.01
 -------- 22:00 0.11 0.38 1.46 0.02
 -------- 23:00 0.11 0.39 1.49 0.02
