 Date Time CO SO2 H2S NO2 CHX NO
 26.03.13 12:00 0.26 0.01 0.12 0.16 1.63 0.09
 -------- 13:00 0.13 0.01 0.12 0.15 1.52 0.07
 -------- 14:00 0.13 0.01 ---- 0.14 1.50 0.07
 -------- 15:00 0.13 0.01 ---- 0.14 1.47 0.09
 -------- 16:00 0.09 0.01 ---- 0.13 1.46 0.05
 26.03.13 17:00 0.09 0.01 ---- 0.12 1.45 0.04
 -------- 18:00 0.12 0.01 ---- 0.14 1.49 0.04
 -------- 19:00 0.13 0.01 ---- 0.18 1.49 0.04
 -------- 20:00 0.12 0.01 ---- 0.25 1.53 0.05
 -------- 21:00 0.13 0.00 ---- 0.27 1.52 0.06
 26.03.13 22:00 0.09 0.01 ---- 0.21 1.50 0.03
 -------- 23:00 0.07 0.01 ---- 0.19 1.47 0.02
 -------- 00:00 0.08 0.01 ---- 0.21 1.49 0.01
 -------- 01:00 0.07 0.01 ---- 0.22 1.51 0.01
 -------- 02:00 0.07 0.01 ---- 0.28 1.54 0.06
 27.03.13 03:00 0.08 0.01 ---- 0.35 1.56 0.10
 -------- 04:00 0.07 0.01 ---- 0.34 1.55 0.09
 -------- 05:00 0.10 0.01 ---- 0.36 1.59 0.15
 -------- 06:00 0.14 0.01 ---- 0.37 1.64 0.20
 -------- 07:00 0.27 0.01 ---- 0.39 1.78 0.32
 27.03.13 08:00 0.27 0.01 ---- 0.38 1.84 0.30
 -------- 09:00 0.30 0.02 ---- 0.38 1.82 0.41
 -------- 10:00 0.23 0.01 ---- 0.33 1.71 0.32
 -------- 11:00 0.12 0.01 ---- 0.24 1.57 0.16
 -------- 12:00 0.07 0.01 0.12 0.15 1.51 0.07
 27.03.13 13:00 0.09 0.01 0.12 0.17 1.58 0.12
 -------- 14:00 0.07 0.01 ---- 0.16 1.50 0.11
 -------- 15:00 0.08 0.00 ---- 0.14 1.51 0.07
 -------- 16:00 0.03 0.00 ---- 0.12 1.44 0.05
 -------- 17:00 0.03 0.00 ---- 0.13 1.46 0.05
 27.03.13 18:00 0.03 0.00 ---- 0.14 1.46 0.03
 -------- 19:00 0.09 0.00 ---- 0.18 1.54 0.03
 -------- 20:00 0.09 0.00 ---- 0.23 1.49 0.03
 -------- 21:00 0.12 0.01 ---- 0.29 1.59 0.05
 -------- 22:00 0.15 0.01 ---- 0.34 1.58 0.07
 27.03.13 23:00 0.11 0.01 ---- 0.39 1.53 0.09
 -------- 00:00 0.10 0.01 ---- 0.36 1.54 0.06
 -------- 01:00 0.10 0.01 ---- 0.36 1.54 0.08
 -------- 02:00 0.08 0.00 ---- 0.33 1.49 0.04
 -------- 03:00 0.09 0.01 0.12 0.38 1.77 0.13
 28.03.13 04:00 0.06 0.00 ---- 0.26 1.51 0.02
 -------- 05:00 0.08 0.00 ---- 0.31 1.51 0.07
 -------- 06:00 0.16 0.00 ---- 0.34 1.63 0.14
 -------- 07:00 0.20 0.00 ---- 0.32 1.65 0.13
 -------- 08:00 0.19 0.01 ---- 0.31 1.62 0.15
 28.03.13 09:00 0.19 0.01 ---- 0.29 1.62 0.18
 -------- 10:00 0.16 0.01 ---- 0.27 1.55 0.20
 -------- 11:00 0.14 0.01 ---- 0.21 1.53 0.14
