 Date Time CO NO2 CHX NO
 11.05.13 12:00 0.19 0.17 1.48 0.06
 -------- 13:00 0.17 0.15 1.46 0.06
 -------- 14:00 0.16 0.15 1.46 0.05
 -------- 15:00 0.19 0.20 1.48 0.08
 -------- 16:00 0.19 0.18 1.63 0.07
 11.05.13 17:00 0.21 0.21 1.61 0.08
 -------- 18:00 0.21 0.20 1.54 0.09
 -------- 19:00 0.26 0.25 1.60 0.09
 -------- 20:00 0.18 0.17 1.49 0.03
 -------- 21:00 0.21 0.24 1.59 0.04
 11.05.13 22:00 0.58 0.43 2.03 0.43
 -------- 23:00 0.53 0.41 2.15 0.45
 -------- 00:00 0.37 0.36 1.82 0.31
 -------- 01:00 0.28 0.33 1.71 0.22
 -------- 02:00 0.23 0.27 1.67 0.12
 12.05.13 03:00 0.19 0.25 1.57 0.07
 -------- 04:00 0.33 0.33 1.82 0.24
 -------- 05:00 0.37 0.34 1.80 0.36
 -------- 06:00 0.25 0.30 1.76 0.12
 -------- 07:00 0.50 0.35 2.03 0.54
 12.05.13 08:00 0.34 0.32 1.85 0.24
 -------- 09:00 0.26 0.30 1.76 0.11
 -------- 10:00 0.21 0.25 1.62 0.09
 -------- 11:00 0.21 0.23 1.56 0.08
 -------- 12:00 0.18 0.20 1.51 0.07
 12.05.13 13:00 0.15 0.14 1.46 0.04
 -------- 14:00 0.17 0.19 1.53 0.07
 -------- 15:00 0.15 0.13 1.44 0.04
 -------- 16:00 0.18 0.17 1.47 0.06
 -------- 17:00 0.19 0.19 1.48 0.06
 12.05.13 18:00 0.15 0.12 1.48 0.01
 -------- 19:00 0.15 0.12 1.49 0.01
 -------- 20:00 0.17 0.13 1.50 0.00
 -------- 21:00 0.19 0.17 1.57 0.00
 -------- 22:00 0.23 0.24 1.64 0.01
 12.05.13 23:00 0.21 0.22 1.67 0.00
 -------- 00:00 0.23 0.28 1.73 0.01
 -------- 01:00 0.21 0.25 1.77 0.01
 -------- 02:00 0.17 0.21 1.64 ----
 -------- 03:00 0.17 0.18 1.75 ----
 13.05.13 04:00 0.17 0.17 1.91 0.00
 -------- 05:00 0.19 0.17 1.74 0.01
 -------- 06:00 0.19 0.17 1.65 0.01
 -------- 07:00 0.22 0.17 1.69 0.03
 -------- 08:00 0.27 0.18 1.78 0.04
 13.05.13 09:00 0.19 0.16 1.56 0.02
 -------- 10:00 0.19 0.14 1.56 0.02
 -------- 11:00 0.22 0.16 1.56 0.02
