 Date Time CO NO2 CHX NO
 19.09.12 12:00 0.15 0.19 1.56 0.21
 -------- 13:00 0.10 0.20 1.49 0.17
 -------- 14:00 0.11 0.20 1.47 0.15
 -------- 15:00 0.09 0.18 1.46 0.15
 -------- 16:00 0.10 0.18 1.45 0.12
 19.09.12 17:00 0.11 0.21 1.48 0.13
 -------- 18:00 0.11 0.25 1.52 0.13
 -------- 19:00 0.08 0.23 1.45 0.06
 -------- 20:00 0.06 0.24 1.54 0.05
 -------- 21:00 0.09 0.26 1.61 0.06
 19.09.12 22:00 0.07 0.26 1.52 0.08
 -------- 23:00 0.04 0.20 1.45 0.04
 -------- 00:00 0.02 0.18 1.45 0.04
 -------- 01:00 0.02 0.15 1.44 0.03
 -------- 02:00 ---- 0.11 1.42 0.03
 20.09.12 03:00 0.02 0.13 1.49 0.03
 -------- 04:00 0.02 0.13 1.46 0.04
 -------- 05:00 0.04 0.14 1.46 0.05
 -------- 06:00 0.07 0.17 1.48 0.10
 -------- 07:00 0.14 0.17 1.53 0.12
 20.09.12 08:00 0.14 0.16 1.54 0.08
 -------- 09:00 0.17 0.17 1.62 0.12
 -------- 10:00 0.18 0.15 1.56 0.13
 -------- 11:00 0.16 0.14 1.52 0.10
 -------- 12:00 0.16 0.15 1.48 0.15
 20.09.12 13:00 0.17 0.20 1.51 0.18
 -------- 14:00 0.16 0.19 1.53 0.16
 -------- 15:00 0.14 0.18 1.47 0.14
 -------- 16:00 0.18 0.23 1.50 0.15
 -------- 17:00 0.19 0.26 1.57 0.18
 20.09.12 18:00 0.22 0.30 1.59 0.19
 -------- 19:00 0.09 0.23 1.50 0.05
 -------- 20:00 0.19 0.32 1.69 0.20
 -------- 21:00 0.22 0.33 1.76 0.26
 -------- 22:00 0.08 0.25 1.54 0.08
 20.09.12 23:00 0.05 0.21 1.47 0.06
 -------- 00:00 0.03 0.18 1.49 0.05
 -------- 01:00 0.02 0.17 1.45 0.05
 -------- 02:00 0.02 0.18 1.47 0.07
 -------- 03:00 0.02 0.15 1.46 0.04
 21.09.12 04:00 0.04 0.16 1.47 0.05
 -------- 05:00 0.04 0.17 1.49 0.08
 -------- 06:00 0.09 0.19 1.52 0.15
 -------- 07:00 0.10 0.17 1.50 0.09
 -------- 08:00 0.15 0.18 1.57 0.14
 21.09.12 09:00 0.17 0.18 1.62 0.18
 -------- 10:00 0.12 0.16 1.52 0.15
 -------- 11:00 0.13 0.18 1.55 0.16
