 Date Time CO SO2 H2S NO2 CHX NO
 04.05.13 00:00 0.16 0.01 0.12 0.20 1.47 0.01
 -------- 01:00 0.17 0.01 0.12 0.30 1.48 0.03
 -------- 02:00 0.18 0.01 0.12 0.26 1.55 0.02
 -------- 03:00 0.24 0.02 0.12 0.34 1.69 0.19
 -------- 04:00 0.29 0.02 0.12 0.32 1.72 0.25
 04.05.13 05:00 0.31 0.01 0.21 0.29 1.81 0.35
 -------- 06:00 0.36 0.01 0.25 0.28 1.83 0.36
 -------- 07:00 0.29 0.01 0.21 0.29 1.70 0.17
 -------- 08:00 0.27 0.01 0.25 0.29 1.70 0.08
 -------- 09:00 0.23 0.01 0.25 0.25 1.62 0.03
 04.05.13 10:00 0.29 0.01 0.25 0.21 1.65 0.02
 -------- 11:00 0.29 0.01 0.25 0.20 1.61 0.03
 -------- 12:00 0.17 0.01 0.25 0.15 1.49 0.01
 -------- 13:00 0.18 0.01 0.12 0.12 1.46 0.01
 -------- 14:00 0.15 0.00 0.12 0.12 1.40 0.00
 04.05.13 15:00 0.15 0.00 0.12 0.13 1.41 0.01
 -------- 16:00 0.17 0.00 0.12 0.11 1.46 0.00
 -------- 17:00 0.17 0.00 0.12 0.12 1.39 0.00
 -------- 18:00 0.15 0.00 0.12 0.13 1.38 0.01
 -------- 19:00 0.16 0.00 0.12 0.14 1.40 0.01
 04.05.13 20:00 0.16 0.00 0.12 0.11 1.40 0.00
 -------- 21:00 0.18 0.00 0.12 0.13 1.41 0.02
 -------- 22:00 0.18 0.00 0.12 0.15 1.42 0.01
 -------- 23:00 0.15 0.00 0.12 0.10 1.42 ----
 -------- 00:00 0.14 0.00 0.12 0.11 1.41 0.00
