 Date Time CO SO2 H2S NO2 CHX NO
 04.04.13 12:00 ---- 0.00 ---- 0.12 1.31 0.04
 -------- 13:00 ---- 0.00 0.12 0.09 1.32 0.01
 -------- 14:00 ---- 0.01 0.12 0.13 1.30 0.02
 -------- 15:00 ---- 0.01 0.12 0.15 1.32 0.03
 -------- 16:00 ---- 0.00 0.12 0.10 1.34 0.01
 04.04.13 17:00 ---- 0.00 0.12 0.10 1.34 0.01
 -------- 18:00 ---- 0.00 0.12 0.19 1.39 0.02
 -------- 19:00 ---- 0.00 0.12 0.21 1.42 0.02
 -------- 20:00 ---- 0.00 0.12 0.21 1.54 0.01
 -------- 21:00 ---- 0.00 0.17 0.18 1.55 0.01
 04.04.13 22:00 ---- 0.00 0.17 0.20 1.53 0.01
 -------- 23:00 ---- 0.00 0.17 0.22 1.38 0.01
 -------- 00:00 ---- 0.00 0.12 0.15 1.34 0.00
 -------- 01:00 ---- 0.01 0.17 0.14 1.35 0.00
 -------- 02:00 ---- 0.01 0.17 0.14 1.34 ----
 05.04.13 03:00 ---- 0.01 0.21 0.14 1.36 ----
 -------- 04:00 ---- 0.01 0.17 0.14 1.37 0.00
 -------- 05:00 ---- 0.01 0.17 0.13 1.36 ----
 -------- 06:00 ---- 0.01 0.12 0.20 1.41 0.01
 -------- 07:00 0.10 0.01 0.12 0.21 1.39 0.02
 05.04.13 08:00 0.05 0.01 0.21 0.21 1.41 0.02
 -------- 09:00 ---- 0.01 0.25 0.23 1.42 0.04
 -------- 10:00 ---- 0.02 0.25 0.26 1.48 0.05
 -------- 11:00 ---- 0.02 0.25 0.24 1.47 0.06
 -------- 12:00 ---- 0.02 0.25 0.23 1.46 0.06
 05.04.13 13:00 ---- 0.02 0.19 0.24 1.47 0.06
 -------- 14:00 0.05 0.02 ---- 0.28 1.49 0.06
 -------- 15:00 0.04 0.01 ---- 0.16 1.41 0.01
 -------- 16:00 ---- 0.01 ---- 0.18 1.43 0.02
 -------- 17:00 ---- 0.01 ---- 0.24 1.07 0.02
 05.04.13 18:00 0.19 0.01 0.12 0.25 1.60 0.01
 -------- 19:00 0.19 0.01 0.12 0.28 1.57 0.02
 -------- 20:00 0.34 0.01 0.12 0.24 1.53 0.01
 -------- 21:00 0.50 0.01 0.12 0.23 1.51 0.01
 -------- 22:00 0.64 0.00 0.12 0.27 1.54 0.02
 05.04.13 23:00 0.73 0.00 0.12 0.24 1.59 0.05
 -------- 00:00 0.81 0.00 ---- 0.20 1.72 0.04
 -------- 01:00 0.89 0.00 0.12 0.24 1.69 0.09
 -------- 02:00 0.96 0.00 0.12 0.20 1.54 0.13
 -------- 03:00 0.98 0.00 0.12 0.12 1.51 0.04
 06.04.13 04:00 1.02 0.00 0.12 0.12 1.52 0.05
 -------- 05:00 1.07 0.00 0.12 0.12 1.49 0.07
 -------- 06:00 1.06 0.00 0.12 0.12 1.49 0.04
 -------- 07:00 0.15 0.00 0.12 0.14 1.50 0.04
 -------- 08:00 0.29 0.00 0.12 0.22 1.63 0.16
 06.04.13 09:00 0.33 0.00 0.12 0.21 1.64 0.17
 -------- 10:00 0.30 0.00 0.12 0.18 1.58 0.11
 -------- 11:00 0.29 0.00 0.12 0.15 1.52 0.08
