 Date Time CO SO2 H2S NO2 CHX NO
 15.03.13 12:00 0.12 0.01 0.25 0.22 1.65 0.09
 -------- 13:00 0.11 0.01 0.21 0.25 1.92 0.13
 -------- 14:00 0.11 0.02 0.17 0.25 1.77 0.11
 -------- 15:00 0.11 0.02 0.21 0.25 1.73 0.10
 -------- 16:00 0.11 0.04 0.17 0.28 1.73 0.14
 15.03.13 17:00 0.11 0.04 0.25 0.27 1.72 0.12
 -------- 18:00 0.10 0.01 0.12 0.25 1.70 0.08
 -------- 19:00 0.09 0.01 0.12 0.21 1.65 0.04
 -------- 20:00 0.08 0.00 0.12 0.18 1.55 0.02
 -------- 21:00 0.07 0.00 0.12 0.18 1.56 0.02
 15.03.13 22:00 0.07 0.00 0.12 0.19 1.52 0.01
 -------- 23:00 0.32 0.00 0.12 0.24 1.64 0.03
 -------- 00:00 0.11 0.00 0.12 0.25 1.53 0.04
 -------- 01:00 0.04 0.00 0.12 0.22 1.49 0.02
 -------- 02:00 0.04 0.00 0.12 0.21 1.50 0.02
 16.03.13 03:00 0.03 0.00 0.12 0.19 1.47 0.01
 -------- 04:00 0.05 ---- 0.12 0.15 1.54 0.01
 -------- 05:00 0.07 0.00 0.12 0.16 1.56 0.01
 -------- 06:00 0.08 0.00 0.12 0.17 1.58 0.02
 -------- 07:00 0.13 0.00 0.12 0.18 1.60 0.02
 16.03.13 08:00 0.13 0.00 0.12 0.21 1.60 0.07
 -------- 09:00 0.12 0.00 0.12 0.21 1.58 0.09
 -------- 10:00 0.08 0.00 0.12 0.19 1.53 0.05
 -------- 11:00 0.11 0.00 0.12 0.20 1.54 0.07
 -------- 12:00 0.06 0.00 0.12 0.15 1.53 0.05
 16.03.13 13:00 0.09 0.00 0.12 0.18 1.71 0.11
 -------- 14:00 0.12 0.01 0.12 0.20 1.58 0.17
 -------- 15:00 0.11 0.01 ---- 0.20 1.59 0.14
 -------- 16:00 0.12 0.01 ---- 0.20 1.62 0.15
 -------- 17:00 0.13 0.00 ---- 0.17 1.60 0.11
 16.03.13 18:00 0.12 0.00 ---- 0.19 1.60 0.16
 -------- 19:00 0.13 0.00 ---- 0.19 1.61 0.13
 -------- 20:00 0.13 0.00 ---- 0.21 1.65 0.16
 -------- 21:00 0.11 0.00 ---- 0.16 1.60 0.09
 -------- 22:00 0.08 0.00 ---- 0.15 1.60 0.11
 16.03.13 23:00 0.09 0.00 ---- 0.19 1.59 0.12
 -------- 00:00 0.08 0.00 ---- 0.17 1.57 0.09
 -------- 01:00 0.03 0.00 ---- 0.14 1.47 0.02
 -------- 02:00 0.02 0.00 ---- 0.11 1.47 0.01
 -------- 03:00 0.02 0.00 ---- 0.08 1.45 0.01
 17.03.13 04:00 0.02 0.00 ---- 0.09 1.45 0.01
 -------- 05:00 0.03 ---- ---- 0.11 1.47 0.01
 -------- 06:00 0.05 ---- ---- 0.14 1.47 0.03
 -------- 07:00 0.02 0.00 ---- 0.13 1.46 0.02
 -------- 08:00 0.03 ---- ---- 0.13 1.45 0.03
 17.03.13 09:00 0.03 ---- ---- 0.13 1.45 0.04
 -------- 10:00 0.04 0.00 ---- 0.15 1.47 0.06
 -------- 11:00 0.05 0.00 ---- 0.15 1.49 0.07
