 Date Time CO SO2 H2S NO2 CHX NO
 04.03.13 12:00 0.07 0.07 0.44 0.17 1.50 0.07
 -------- 13:00 0.06 0.04 0.25 0.15 1.50 0.05
 -------- 14:00 0.07 0.03 0.12 0.12 1.50 0.04
 -------- 15:00 0.07 0.01 ---- 0.10 1.46 0.03
 -------- 16:00 0.05 ---- ---- 0.07 1.43 0.02
 04.03.13 17:00 0.07 ---- ---- 0.08 1.44 0.01
 -------- 18:00 0.07 0.00 ---- 0.10 1.45 0.01
 -------- 19:00 0.06 0.00 ---- 0.11 1.45 0.01
 -------- 20:00 0.09 0.00 ---- 0.13 1.46 0.01
 -------- 21:00 0.07 ---- ---- 0.12 1.47 0.00
 04.03.13 22:00 0.08 0.00 ---- 0.13 1.46 0.01
 -------- 23:00 0.06 0.00 ---- 0.14 1.46 0.00
 -------- 00:00 0.06 0.01 ---- 0.18 1.48 0.01
 -------- 01:00 0.05 0.01 ---- 0.17 1.49 0.00
 -------- 02:00 0.06 0.01 ---- 0.17 1.55 0.00
 05.03.13 03:00 0.07 0.01 ---- 0.26 1.55 0.04
 -------- 04:00 0.06 0.01 ---- 0.28 1.52 0.03
 -------- 05:00 0.09 0.00 ---- 0.29 1.56 0.05
 -------- 06:00 0.19 0.00 0.12 0.30 1.81 0.17
 -------- 07:00 0.48 0.00 0.12 0.39 2.16 0.81
 05.03.13 15:00 0.09 0.01 0.12 0.31 1.64 0.29
 -------- 16:00 0.07 0.01 0.12 0.28 1.63 0.20
 -------- 17:00 0.04 0.01 0.12 0.26 1.57 0.15
 -------- 18:00 0.03 0.01 0.12 0.26 1.57 0.13
 -------- 19:00 0.09 0.01 0.12 0.33 1.56 0.12
 05.03.13 20:00 0.19 0.01 0.12 0.36 1.69 0.32
 -------- 21:00 0.26 0.01 0.12 0.36 1.73 0.52
 -------- 22:00 0.19 0.01 0.12 0.34 1.68 0.37
 -------- 23:00 0.10 0.01 0.12 0.32 1.64 0.17
 -------- 00:00 0.07 0.01 0.12 0.31 1.59 0.13
 06.03.13 01:00 0.08 0.00 0.12 0.27 1.55 0.10
 -------- 02:00 0.06 0.00 0.12 0.28 1.59 0.10
 -------- 03:00 0.05 0.00 0.12 0.28 1.58 0.07
 -------- 04:00 0.07 0.00 0.12 0.27 1.59 0.08
 -------- 05:00 0.05 0.00 0.12 0.27 1.58 0.07
 06.03.13 06:00 0.09 0.00 0.12 0.28 1.62 0.11
 -------- 07:00 0.10 0.00 0.12 0.29 1.63 0.10
 -------- 08:00 0.14 0.00 0.12 0.29 1.66 0.11
 -------- 09:00 0.13 0.00 0.12 0.26 1.62 0.14
 -------- 10:00 0.10 0.00 0.12 0.22 1.56 0.10
 06.03.13 11:00 0.08 0.01 0.12 0.18 1.53 0.08
