 Date Time CO SO2 H2S NO2 CHX NO
 16.09.12 12:00 0.13 ---- ---- 0.09 1.43 0.11
 -------- 13:00 0.16 ---- ---- 0.10 1.46 0.15
 -------- 14:00 0.13 ---- ---- 0.09 1.46 0.11
 -------- 15:00 0.14 ---- ---- 0.09 1.46 0.13
 -------- 16:00 0.12 ---- ---- 0.07 1.41 0.09
 16.09.12 17:00 0.11 ---- ---- 0.08 1.40 0.09
 -------- 18:00 0.12 ---- ---- 0.08 1.39 0.08
 -------- 19:00 0.13 ---- ---- 0.11 1.43 0.11
 -------- 20:00 0.06 ---- ---- 0.14 1.41 0.09
 -------- 21:00 0.09 ---- ---- 0.17 1.44 0.09
 16.09.12 22:00 0.07 ---- ---- 0.16 1.47 0.08
 -------- 23:00 0.08 ---- ---- 0.16 1.44 0.07
 -------- 00:00 0.09 ---- ---- 0.17 1.47 0.10
 -------- 01:00 0.09 ---- ---- 0.16 1.63 0.14
 -------- 02:00 0.04 ---- ---- 0.14 1.45 0.05
 17.09.12 03:00 0.05 ---- ---- 0.13 1.45 0.06
 -------- 04:00 0.08 ---- ---- 0.16 1.56 0.19
 -------- 05:00 0.15 ---- ---- 0.15 1.76 0.29
 -------- 06:00 0.30 ---- ---- 0.16 1.99 0.45
 -------- 07:00 0.29 ---- ---- 0.17 2.18 0.55
 17.09.12 08:00 0.53 ---- ---- 0.20 2.57 0.87
 -------- 09:00 0.49 ---- ---- 0.25 2.24 0.75
 -------- 10:00 0.34 ---- ---- 0.24 1.98 0.57
 -------- 11:00 0.10 ---- ---- 0.18 1.63 0.24
 -------- 12:00 0.09 ---- ---- 0.15 1.59 0.20
 17.09.12 13:00 0.07 ---- ---- 0.14 1.49 0.20
 -------- 14:00 0.03 ---- ---- 0.12 1.45 0.13
 -------- 15:00 0.09 ---- ---- 0.14 1.50 0.19
 -------- 16:00 0.06 ---- ---- 0.16 1.47 0.16
 -------- 17:00 0.04 ---- ---- 0.15 1.47 0.12
 17.09.12 18:00 0.04 ---- ---- 0.16 1.45 0.11
 -------- 19:00 0.13 ---- ---- 0.23 1.55 0.12
 -------- 20:00 0.43 ---- ---- 0.25 2.03 0.41
 -------- 21:00 0.97 ---- ---- 0.32 2.68 1.55
 -------- 22:00 0.89 ---- ---- 0.31 2.49 1.52
 17.09.12 23:00 0.91 ---- ---- 0.31 2.39 1.86
 -------- 00:00 0.72 ---- ---- 0.27 2.26 1.45
 -------- 01:00 0.49 ---- ---- 0.22 2.20 1.12
 -------- 02:00 0.29 ---- ---- 0.20 2.05 0.84
 -------- 03:00 0.19 ---- ---- 0.19 1.91 0.54
 18.09.12 04:00 0.13 ---- ---- 0.17 1.95 0.46
 -------- 05:00 0.09 ---- ---- 0.15 1.90 0.38
 -------- 06:00 0.34 ---- ---- 0.18 2.05 0.81
 -------- 07:00 0.51 ---- ---- 0.20 2.22 0.79
 -------- 08:00 0.51 ---- ---- 0.19 2.34 0.77
 18.09.12 09:00 0.43 ---- ---- 0.18 2.27 0.76
 -------- 10:00 0.21 ---- ---- 0.17 1.96 0.49
 -------- 11:00 0.09 ---- ---- 0.16 1.62 0.24
