 Date Time CO NO2 CHX NO
 09.11.12 12:00 0.44 0.12 1.79 0.65
 -------- 13:00 0.29 0.07 1.63 0.42
 -------- 14:00 0.20 0.06 1.52 0.29
 -------- 15:00 0.20 0.06 1.52 0.31
 -------- 16:00 0.19 0.07 1.50 0.26
 09.11.12 17:00 0.17 0.07 1.72 0.21
 -------- 18:00 0.14 0.06 1.66 0.15
 -------- 19:00 0.10 0.06 1.49 0.11
 -------- 20:00 0.11 0.06 1.45 0.08
 -------- 21:00 0.08 0.08 1.43 0.06
 09.11.12 22:00 0.09 0.08 1.45 0.05
 -------- 23:00 0.07 0.06 1.45 0.05
 -------- 00:00 0.07 0.05 1.42 0.04
 -------- 01:00 0.05 0.03 1.53 0.03
 -------- 02:00 0.05 0.04 1.40 0.03
 10.11.12 03:00 0.05 0.04 1.41 0.03
 -------- 04:00 0.04 0.06 1.42 0.05
 -------- 05:00 0.07 0.06 1.41 0.07
 -------- 06:00 0.08 0.04 1.44 0.09
 -------- 07:00 0.11 0.06 1.48 0.07
 10.11.12 08:00 0.11 0.09 1.47 0.11
 -------- 09:00 0.12 0.09 1.52 0.12
 -------- 10:00 0.23 0.10 1.72 0.14
 -------- 11:00 0.13 0.11 1.54 0.17
 -------- 12:00 0.17 0.09 1.57 0.15
 10.11.12 13:00 0.12 0.10 1.55 0.13
 -------- 14:00 0.12 0.10 1.54 0.14
 -------- 15:00 0.15 0.12 1.58 0.17
 -------- 16:00 0.13 0.11 1.53 0.13
 -------- 17:00 0.11 0.13 1.54 0.14
 10.11.12 18:00 0.16 0.16 1.57 0.18
 -------- 19:00 0.18 0.15 1.58 0.20
 -------- 20:00 0.18 0.14 1.61 0.22
 -------- 21:00 0.27 0.15 2.25 0.30
 -------- 22:00 0.23 0.18 1.71 0.37
 10.11.12 23:00 0.19 0.17 1.65 0.35
 -------- 00:00 0.32 0.19 2.04 0.67
 -------- 01:00 0.44 0.19 2.63 1.00
 -------- 02:00 0.35 0.16 2.09 0.77
 -------- 03:00 0.29 0.13 2.03 0.62
 11.11.12 04:00 0.27 0.11 1.91 0.58
 -------- 05:00 0.17 0.09 1.90 0.28
 -------- 06:00 0.27 0.09 2.18 0.49
 -------- 07:00 0.33 0.10 2.42 0.56
 -------- 08:00 0.21 0.10 1.85 0.39
 11.11.12 09:00 0.11 0.09 1.72 0.17
 -------- 10:00 0.09 0.07 1.68 0.17
 -------- 11:00 0.11 0.08 1.66 0.19
