 Date Time CO NO2 CHX NO
 25.01.13 12:00 0.03 0.09 1.60 0.14
 -------- 13:00 0.10 0.12 1.63 0.20
 -------- 14:00 0.07 0.11 1.60 0.17
 -------- 15:00 0.07 0.11 1.59 0.17
 -------- 16:00 0.07 0.12 1.67 0.20
 25.01.13 17:00 0.03 0.10 1.58 0.12
 -------- 18:00 0.03 0.11 1.56 0.11
 -------- 19:00 0.02 0.09 1.56 0.09
 -------- 20:00 0.02 0.14 1.55 0.11
 -------- 21:00 0.05 0.16 1.63 0.15
 25.01.13 22:00 0.03 0.15 1.78 0.12
 -------- 23:00 0.02 0.15 1.64 0.14
 -------- 00:00 0.02 0.15 1.74 0.12
 -------- 01:00 0.02 0.15 1.85 0.15
 -------- 02:00 0.02 0.12 1.68 0.11
 26.01.13 03:00 0.02 0.13 1.68 0.11
 -------- 04:00 0.02 0.12 1.67 0.10
 -------- 05:00 0.03 0.12 1.74 0.12
 -------- 06:00 0.02 0.11 1.60 0.12
 -------- 07:00 0.08 0.10 1.67 0.19
 26.01.13 08:00 0.09 0.13 1.67 0.29
 -------- 09:00 0.11 0.15 1.72 0.34
 -------- 10:00 0.14 0.12 1.79 0.31
 -------- 11:00 0.11 0.14 1.71 0.37
 -------- 12:00 0.14 0.12 1.74 0.35
 26.01.13 13:00 0.11 0.12 1.68 0.28
 -------- 14:00 0.13 0.15 1.72 0.27
 -------- 15:00 0.12 0.13 1.68 0.29
 -------- 16:00 0.15 0.16 1.73 0.35
 -------- 17:00 0.29 0.16 1.91 0.31
 26.01.13 18:00 0.11 0.13 1.69 0.21
 -------- 19:00 0.05 0.11 1.62 0.13
 -------- 20:00 0.02 0.09 1.62 0.09
 -------- 21:00 0.08 0.11 1.67 0.17
 -------- 22:00 0.09 0.13 1.69 0.24
 26.01.13 23:00 0.08 0.14 1.73 0.29
 -------- 00:00 0.06 0.12 1.67 0.21
 -------- 01:00 0.03 0.11 1.80 0.17
 -------- 02:00 0.03 0.10 1.67 0.18
 -------- 03:00 0.02 0.10 1.74 0.17
 27.01.13 04:00 0.02 0.12 1.68 0.18
 -------- 05:00 0.02 0.12 2.38 0.17
 -------- 06:00 0.04 0.13 1.99 0.21
 -------- 07:00 0.13 0.13 2.07 0.24
 -------- 08:00 0.23 0.15 1.94 0.38
 27.01.13 09:00 0.21 0.18 1.85 0.45
 -------- 10:00 0.34 0.18 2.33 0.56
