 Date Time CO SO2 H2S NO2 CHX NO
 05.05.13 00:00 0.14 0.00 0.12 0.15 1.42 0.00
 -------- 01:00 0.15 0.00 0.12 0.13 1.38 ----
 -------- 02:00 0.16 0.00 0.12 0.11 1.41 0.02
 -------- 03:00 0.18 0.00 0.12 0.15 1.45 0.01
 -------- 04:00 0.17 0.00 0.12 0.15 1.42 ----
 05.05.13 05:00 0.17 0.00 0.12 0.12 1.43 0.02
 -------- 06:00 0.19 0.00 0.12 0.12 1.42 0.01
 -------- 07:00 0.18 0.00 0.12 0.11 1.41 0.00
 -------- 08:00 0.21 0.00 0.12 0.13 1.50 0.01
 -------- 09:00 0.19 0.00 0.12 0.15 1.48 0.01
 05.05.13 10:00 0.23 0.01 0.12 0.19 1.54 0.07
 -------- 11:00 0.27 0.01 0.17 0.20 1.56 0.11
 -------- 12:00 0.25 0.01 0.21 0.21 1.64 0.09
 -------- 13:00 0.21 0.00 0.17 0.19 1.60 0.06
 -------- 14:00 0.21 0.00 0.12 0.17 1.56 0.05
 05.05.13 15:00 0.21 0.00 0.12 0.14 1.57 0.04
 -------- 16:00 0.20 0.00 0.12 0.11 1.55 0.04
 -------- 17:00 0.18 0.00 0.12 0.11 1.42 0.02
 -------- 18:00 0.18 0.00 0.12 0.12 1.45 0.02
 -------- 19:00 0.17 0.00 0.12 0.11 1.40 0.01
 05.05.13 20:00 0.16 0.00 0.12 0.10 1.44 0.01
 -------- 21:00 0.23 0.00 0.12 0.16 1.48 0.06
 -------- 22:00 0.21 0.00 0.12 0.16 1.49 0.08
 -------- 23:00 0.22 0.00 0.12 0.14 1.47 0.06
 -------- 00:00 0.18 0.00 0.12 0.12 1.42 0.08
 06.05.13 01:00 0.17 0.00 0.12 0.12 1.41 0.04
 -------- 02:00 0.16 0.00 0.12 0.09 1.42 0.01
 -------- 03:00 0.15 0.00 ---- 0.11 1.45 0.00
 -------- 04:00 0.16 0.00 ---- 0.17 1.72 0.02
 -------- 05:00 0.17 0.00 0.12 0.17 1.92 0.02
 06.05.13 06:00 0.23 0.00 ---- 0.18 1.55 0.04
 -------- 07:00 0.22 0.00 ---- 0.16 1.48 0.03
 -------- 08:00 0.19 0.00 ---- 0.13 1.42 0.03
 -------- 09:00 0.17 0.00 ---- 0.11 1.40 0.03
 -------- 10:00 0.18 ---- ---- 0.10 1.44 0.03
 06.05.13 11:00 0.16 0.01 0.25 0.08 1.41 0.02
 -------- 12:00 0.16 0.00 0.12 0.09 1.43 0.03
 -------- 13:00 0.19 0.00 0.12 0.09 1.42 0.02
 -------- 14:00 0.17 0.00 0.12 0.11 1.40 0.04
 -------- 15:00 0.16 0.00 0.12 0.10 1.40 0.03
 06.05.13 16:00 0.19 0.00 0.12 0.11 1.42 0.03
 -------- 17:00 0.17 0.00 0.12 0.10 1.40 0.01
 -------- 18:00 0.18 0.00 0.12 0.11 1.40 0.02
 -------- 19:00 0.18 0.00 0.12 0.12 1.40 0.02
 -------- 20:00 0.19 0.00 0.12 0.15 1.42 0.02
 06.05.13 21:00 0.18 0.00 0.12 0.15 1.43 0.02
 -------- 22:00 0.18 0.00 0.12 0.16 1.42 0.03
 -------- 23:00 0.20 0.01 0.12 0.18 1.51 0.03
