 Date Time CO NO2 CHX NO
 07.10.12 12:00 0.09 0.06 1.48 0.09
 -------- 13:00 0.06 0.06 1.54 0.09
 -------- 14:00 0.05 0.06 1.52 0.07
 -------- 15:00 0.05 0.04 1.52 0.08
 -------- 16:00 0.05 0.05 1.53 0.07
 07.10.12 17:00 0.04 0.05 1.41 0.06
 -------- 18:00 0.06 0.07 1.41 0.07
 -------- 19:00 0.03 0.09 1.39 0.05
 -------- 20:00 0.11 0.18 1.55 0.16
 -------- 21:00 0.19 0.24 1.73 0.27
 07.10.12 22:00 0.21 0.20 1.69 0.35
 -------- 23:00 0.11 0.19 1.60 0.27
 -------- 00:00 0.10 0.19 1.56 0.21
 -------- 01:00 0.05 0.19 1.50 0.15
 -------- 02:00 0.15 0.18 1.71 0.37
 08.10.12 03:00 0.18 0.15 1.84 0.36
 -------- 04:00 0.16 0.15 1.69 0.39
 -------- 05:00 0.16 0.19 1.76 0.39
 -------- 06:00 0.11 0.19 1.88 0.25
 -------- 07:00 0.22 0.20 1.83 0.39
 08.10.12 08:00 0.20 0.20 1.72 0.28
 -------- 09:00 0.21 0.18 1.72 0.20
 -------- 10:00 0.11 0.19 1.51 0.12
 -------- 11:00 0.04 0.19 1.43 0.06
 -------- 12:00 0.08 0.25 1.62 0.11
 08.10.12 13:00 0.06 0.22 1.52 0.07
 -------- 14:00 0.04 0.17 1.46 0.04
 -------- 15:00 0.03 0.14 1.41 0.03
 -------- 16:00 0.02 0.13 1.40 0.03
 -------- 17:00 0.05 0.13 1.41 0.03
 08.10.12 18:00 0.04 0.13 1.41 0.02
 -------- 19:00 0.06 0.14 1.43 0.05
 -------- 20:00 0.05 0.14 1.73 0.04
 -------- 21:00 0.08 0.15 1.49 0.05
 -------- 22:00 0.06 0.14 1.48 0.04
 08.10.12 23:00 0.09 0.19 1.49 0.08
 -------- 00:00 0.04 0.17 1.44 0.05
 -------- 01:00 0.03 0.17 1.42 0.05
 -------- 02:00 0.02 0.15 1.43 0.04
 -------- 03:00 ---- 0.13 1.50 0.03
 09.10.12 04:00 0.02 0.15 1.46 0.04
 -------- 05:00 0.03 0.15 1.44 0.07
 -------- 06:00 0.10 0.17 1.48 0.12
 -------- 07:00 0.09 0.19 1.56 0.13
 -------- 08:00 0.09 0.21 1.53 0.13
 09.10.12 09:00 0.07 0.21 1.54 0.13
 -------- 10:00 0.09 0.22 1.52 0.16
 -------- 11:00 0.10 0.23 1.54 0.20
