 Date Time CO SO2 H2S NO2 CHX NO
 03.05.13 00:00 0.42 0.03 0.25 0.43 1.95 0.72
 -------- 01:00 0.33 0.03 0.25 0.39 ---- 0.42
 -------- 02:00 0.29 0.02 0.25 0.37 ---- 0.31
 -------- 03:00 0.17 0.02 0.21 0.22 ---- 0.12
 -------- 04:00 0.18 0.02 0.12 0.20 ---- 0.11
 03.05.13 05:00 0.18 0.01 0.17 0.18 ---- 0.10
 -------- 06:00 0.30 0.02 0.21 0.25 ---- 0.18
 -------- 07:00 0.26 0.01 0.21 0.23 ---- 0.19
 -------- 08:00 0.26 0.01 0.25 0.24 ---- 0.19
 -------- 09:00 0.28 0.01 0.25 0.25 ---- 0.17
 03.05.13 10:00 0.26 0.01 0.17 0.23 ---- 0.14
