 Date Time CO NO2 CHX NO
 24.10.12 12:00 0.11 0.15 1.64 0.16
 -------- 13:00 0.15 0.18 1.57 0.23
 -------- 14:00 0.09 0.15 1.51 0.14
 -------- 15:00 0.09 0.17 1.51 0.19
 -------- 16:00 0.10 0.15 1.50 0.16
 24.10.12 17:00 0.07 0.13 1.50 0.12
 -------- 18:00 0.07 0.12 1.47 0.12
 -------- 19:00 0.06 0.11 2.13 0.11
 -------- 20:00 0.06 0.13 2.08 0.10
 -------- 21:00 0.12 0.16 1.54 0.24
 24.10.12 22:00 0.09 0.13 1.53 0.19
 -------- 23:00 0.06 0.11 1.51 0.17
 -------- 00:00 0.04 0.10 1.48 0.15
 -------- 01:00 0.02 0.06 1.43 0.10
 -------- 02:00 0.02 0.06 1.42 0.08
 25.10.12 03:00 0.02 0.05 1.42 0.07
 -------- 04:00 0.02 0.06 1.46 0.08
 -------- 05:00 0.06 0.09 1.48 0.18
 -------- 06:00 0.15 0.12 1.63 0.29
 -------- 07:00 0.16 0.10 1.54 0.20
 25.10.12 08:00 0.19 0.12 1.58 0.24
 -------- 09:00 0.15 0.13 1.64 0.25
 -------- 10:00 0.20 0.13 1.59 0.29
 -------- 11:00 0.14 0.12 1.58 0.23
 -------- 12:00 0.12 0.13 1.54 0.23
