 Date Time CO NO2 CHX NO
 30.04.13 00:00 0.23 0.33 1.67 0.11
 -------- 01:00 0.20 0.28 1.60 0.06
 -------- 02:00 0.17 0.24 1.51 0.78
 -------- 03:00 0.18 0.27 1.53 0.05
 -------- 04:00 0.19 0.27 1.56 0.06
 30.04.13 05:00 0.21 0.27 1.59 0.08
 -------- 06:00 0.23 0.24 1.57 0.06
 -------- 07:00 0.21 0.23 1.52 0.06
 -------- 08:00 0.28 0.25 1.68 0.09
 -------- 09:00 0.27 0.25 1.66 0.11
 30.04.13 10:00 0.25 0.23 1.56 0.08
 -------- 11:00 0.26 0.24 1.57 0.14
 -------- 12:00 0.29 0.25 1.62 0.18
 -------- 13:00 0.25 0.22 1.50 0.17
 -------- 14:00 0.31 0.26 1.57 0.24
 30.04.13 15:00 0.27 0.20 1.51 0.16
 -------- 16:00 0.25 0.20 1.59 0.12
 -------- 17:00 0.21 0.17 1.45 0.05
 -------- 18:00 0.19 0.13 1.42 0.04
 -------- 19:00 0.18 0.13 1.44 0.04
 30.04.13 20:00 0.19 0.19 1.47 0.06
 -------- 21:00 0.26 0.27 1.53 0.17
 -------- 22:00 0.26 0.26 2.05 0.19
 -------- 23:00 0.25 0.25 1.52 0.13
 -------- 00:00 0.17 0.17 1.45 0.01
 01.05.13 01:00 0.16 0.24 1.45 0.02
 -------- 02:00 0.15 0.20 1.51 0.01
 -------- 03:00 0.16 0.23 1.64 0.01
 -------- 04:00 0.16 0.25 1.51 0.01
 -------- 05:00 0.17 0.22 1.56 0.02
 01.05.13 06:00 0.20 0.23 1.54 0.05
 -------- 07:00 0.23 0.22 1.55 0.09
 -------- 08:00 0.25 0.22 1.59 0.12
 -------- 09:00 0.23 0.18 1.51 0.09
 -------- 10:00 0.23 0.17 1.54 0.10
 01.05.13 11:00 0.23 0.15 1.48 0.12
 -------- 12:00 0.19 0.12 1.42 0.06
 -------- 13:00 0.19 0.10 1.41 0.06
 -------- 14:00 0.17 0.12 1.44 0.07
 -------- 15:00 0.17 0.10 1.41 0.04
 01.05.13 16:00 0.19 0.12 1.43 0.07
 -------- 17:00 0.17 0.10 1.43 0.04
 -------- 18:00 0.17 0.09 1.42 0.04
 -------- 19:00 0.17 0.09 1.42 0.03
 -------- 20:00 0.17 0.12 1.42 0.02
 01.05.13 21:00 0.19 0.19 1.50 0.02
 -------- 22:00 0.24 0.31 1.60 0.06
 -------- 23:00 0.26 0.37 1.58 0.15
