 Date Time CO SO2 H2S NO2 CHX NO
 31.03.13 12:00 0.17 0.01 0.12 0.18 1.58 0.17
 -------- 13:00 0.16 0.01 0.12 0.19 1.58 0.18
 -------- 14:00 0.16 0.01 0.12 0.19 1.62 0.16
 -------- 15:00 0.14 0.01 0.12 0.18 1.57 0.14
 -------- 16:00 0.09 0.01 0.12 0.14 1.48 0.07
 31.03.13 17:00 0.11 0.01 0.12 0.17 1.52 0.10
 -------- 18:00 0.07 0.01 0.12 0.15 1.49 0.03
 -------- 19:00 0.09 0.01 0.12 0.20 1.50 0.03
 -------- 20:00 0.10 0.01 0.12 0.26 1.51 0.03
 -------- 21:00 0.10 0.01 0.12 0.29 1.55 0.04
 31.03.13 22:00 0.18 0.01 0.17 0.36 1.70 0.21
 -------- 23:00 0.27 0.01 0.25 0.40 1.88 0.46
 -------- 00:00 0.36 0.01 0.25 0.38 1.93 0.44
 -------- 01:00 0.23 0.01 0.25 0.36 1.78 0.20
 -------- 02:00 0.14 0.01 0.25 0.33 1.73 0.06
 01.04.13 03:00 0.12 0.01 0.25 0.30 1.69 0.09
 -------- 04:00 0.08 0.01 0.25 0.22 1.57 0.01
 -------- 05:00 0.08 0.01 0.25 0.22 1.57 0.01
 -------- 06:00 0.09 0.02 0.25 0.24 1.58 0.02
 -------- 07:00 0.12 0.01 0.25 0.23 1.62 0.03
 01.04.13 08:00 0.10 0.02 0.25 0.21 1.60 0.03
 -------- 09:00 0.08 0.02 0.25 0.20 1.55 0.04
 -------- 10:00 0.07 0.01 0.25 0.15 1.55 0.03
 -------- 11:00 0.05 0.01 0.25 0.13 1.50 0.02
 -------- 12:00 0.07 0.01 0.25 0.14 1.51 0.02
 01.04.13 13:00 0.06 0.01 0.17 0.13 1.48 0.02
 -------- 14:00 0.05 0.00 0.12 0.13 1.45 0.02
 -------- 15:00 0.04 0.00 0.12 0.14 1.46 0.02
 -------- 16:00 0.04 0.01 0.12 0.14 1.46 0.02
 -------- 17:00 0.05 0.00 0.12 0.16 1.48 0.03
 01.04.13 18:00 0.09 0.00 0.12 0.21 1.52 0.04
 -------- 19:00 0.06 0.00 0.12 0.23 1.53 0.05
 -------- 20:00 0.08 0.00 0.12 0.24 1.55 0.04
 -------- 21:00 0.13 0.00 0.12 0.26 1.59 0.05
 -------- 22:00 0.15 0.00 0.12 0.23 1.58 0.04
 01.04.13 23:00 0.06 0.00 0.12 0.21 1.48 0.03
 -------- 00:00 0.07 0.00 0.17 0.26 1.57 0.12
 -------- 01:00 0.05 0.00 0.12 0.24 1.55 0.07
 -------- 02:00 0.06 0.00 0.17 0.30 1.64 0.16
 -------- 03:00 0.03 0.00 0.21 0.20 1.54 0.02
 02.04.13 04:00 0.06 0.00 0.25 0.25 1.64 0.14
 -------- 05:00 0.15 0.01 0.25 0.30 1.66 0.32
 -------- 06:00 0.23 0.01 0.25 0.30 1.66 0.42
 -------- 07:00 0.19 0.01 0.25 0.23 1.61 0.20
 -------- 08:00 0.23 0.01 0.25 0.23 1.64 0.23
 02.04.13 09:00 0.24 0.01 0.25 0.25 1.67 0.28
 -------- 10:00 0.23 0.00 0.25 0.21 1.61 0.18
 -------- 11:00 0.17 0.01 0.21 0.20 1.60 0.17
