 Date Time CO NO2 CHX NO
 17.04.13 00:00 0.19 0.46 1.94 0.05
 -------- 01:00 0.20 0.44 1.80 0.06
 -------- 02:00 0.36 0.48 2.14 0.71
 -------- 03:00 0.20 0.43 2.01 0.09
 -------- 04:00 0.23 0.42 1.92 0.16
 17.04.13 05:00 0.46 0.49 2.87 1.10
 -------- 06:00 0.65 0.49 2.37 1.24
 -------- 07:00 0.96 0.55 2.86 1.64
 -------- 08:00 0.82 0.52 2.51 1.11
 -------- 09:00 0.51 0.44 2.10 0.50
 17.04.13 10:00 0.25 0.32 1.66 0.17
 -------- 11:00 0.17 0.25 1.56 0.10
 -------- 12:00 0.15 0.20 1.53 0.07
 -------- 13:00 0.17 0.25 1.55 0.10
 -------- 14:00 0.17 0.25 1.56 0.12
 17.04.13 15:00 0.16 0.20 1.46 0.08
 -------- 16:00 0.17 0.23 1.52 0.09
 -------- 17:00 0.17 0.23 1.50 0.10
 -------- 18:00 0.23 0.24 1.64 0.10
 -------- 19:00 0.27 0.33 1.67 0.17
 17.04.13 20:00 0.31 0.41 1.71 0.23
 -------- 21:00 0.35 0.45 1.76 0.30
 -------- 22:00 0.51 0.56 2.03 0.78
 -------- 23:00 0.20 0.32 1.61 0.10
 -------- 00:00 0.15 0.25 1.54 0.06
 18.04.13 01:00 0.16 0.30 1.58 0.09
 -------- 02:00 0.15 0.41 1.66 0.09
 -------- 03:00 0.14 0.40 1.60 0.07
 -------- 04:00 0.15 0.36 1.58 0.09
 -------- 05:00 0.19 0.35 1.76 0.18
 18.04.13 06:00 0.29 0.33 1.69 0.19
 -------- 07:00 0.35 0.38 1.74 0.22
 -------- 08:00 0.33 0.36 1.80 0.17
 -------- 09:00 0.19 0.25 1.57 0.07
 -------- 10:00 0.18 0.24 1.53 0.08
 18.04.13 11:00 0.18 0.24 1.51 0.08
 -------- 12:00 0.21 0.27 1.55 0.13
 -------- 13:00 0.21 0.24 1.55 0.13
 -------- 14:00 0.15 0.17 1.48 0.06
 -------- 15:00 0.15 0.15 1.44 0.05
 18.04.13 16:00 0.16 0.16 1.44 0.06
 -------- 17:00 0.17 0.16 1.45 0.06
 -------- 18:00 0.15 0.15 1.42 0.03
 -------- 19:00 0.15 0.16 1.44 0.04
 -------- 20:00 0.17 0.23 1.49 0.03
 18.04.13 21:00 0.31 0.42 1.68 0.21
 -------- 22:00 0.35 0.45 1.79 0.37
 -------- 23:00 0.32 0.47 1.79 0.30
