 Date Time CO NO2 CHX NO
 05.10.12 00:00 0.02 0.10 1.42 0.04
 -------- 01:00 0.02 0.10 1.43 0.07
 -------- 02:00 0.02 0.11 1.46 0.08
 -------- 03:00 0.03 0.13 1.47 0.08
 -------- 04:00 0.05 0.17 1.50 0.26
 05.10.12 05:00 0.10 0.15 1.50 0.28
 -------- 06:00 0.19 0.18 1.77 0.43
 -------- 07:00 0.18 0.16 1.74 0.37
 -------- 08:00 0.16 0.16 1.70 0.30
 -------- 09:00 0.19 0.18 1.69 0.31
 05.10.12 10:00 0.15 0.18 1.57 0.20
 -------- 11:00 0.05 0.14 1.46 0.07
 -------- 12:00 0.06 0.13 1.50 0.12
 -------- 13:00 0.07 0.14 1.52 0.15
 -------- 14:00 0.12 0.16 1.62 0.12
 05.10.12 15:00 0.07 0.18 1.51 0.12
 -------- 16:00 0.11 0.21 1.53 0.17
 -------- 17:00 0.13 0.25 1.61 0.20
 -------- 18:00 0.15 0.24 1.60 0.21
 -------- 19:00 0.15 0.20 1.55 0.13
 05.10.12 20:00 0.08 0.14 1.39 0.06
 -------- 21:00 0.08 0.12 1.42 0.07
 -------- 22:00 0.07 0.14 1.42 0.08
 -------- 23:00 0.10 0.18 1.48 0.14
 -------- 00:00 0.11 0.17 1.47 0.18
 06.10.12 01:00 0.13 0.15 1.52 0.27
 -------- 02:00 0.03 0.08 1.35 0.03
 -------- 03:00 0.04 0.10 1.36 0.02
 -------- 04:00 0.04 0.10 1.52 0.04
 -------- 05:00 0.05 0.07 1.41 0.05
 06.10.12 06:00 0.10 0.09 1.44 0.11
 -------- 07:00 0.24 0.13 1.65 0.29
 -------- 08:00 0.28 0.13 1.92 0.34
 -------- 09:00 0.21 0.14 1.58 0.33
 -------- 10:00 0.21 0.15 1.63 0.28
 06.10.12 11:00 0.19 0.15 2.88 0.23
 -------- 12:00 0.14 0.15 1.55 0.19
 -------- 13:00 0.11 0.13 1.47 0.17
 -------- 14:00 0.09 0.12 1.47 0.18
 -------- 15:00 0.08 0.13 1.46 0.17
 06.10.12 16:00 0.09 0.12 1.46 0.17
 -------- 17:00 0.06 0.10 1.52 0.11
 -------- 18:00 0.05 0.10 1.64 0.12
 -------- 19:00 0.06 0.09 1.63 0.10
 -------- 20:00 0.04 0.06 1.55 0.05
 06.10.12 21:00 0.05 0.05 1.46 0.03
 -------- 22:00 0.04 0.04 1.40 0.03
 -------- 23:00 0.04 0.04 1.39 0.03
 -------- 00:00 0.04 0.05 1.38 0.02
