 Date Time CO SO2 H2S NO2 CHX NO
 27.10.12 12:00 0.12 ---- ---- 0.05 1.50 0.12
 -------- 13:00 0.10 ---- ---- 0.07 1.49 0.16
 -------- 14:00 0.09 ---- ---- 0.07 1.47 0.14
 -------- 15:00 0.09 ---- ---- 0.07 1.56 0.15
 -------- 16:00 0.10 ---- ---- 0.10 1.53 0.15
 27.10.12 17:00 0.17 ---- ---- 0.13 1.56 0.21
 -------- 18:00 0.19 ---- ---- 0.16 1.60 0.24
 -------- 19:00 0.29 ---- ---- 0.17 1.73 0.34
 -------- 20:00 0.24 ---- ---- 0.16 1.69 0.33
 -------- 21:00 0.10 ---- ---- 0.10 1.55 0.15
 27.10.12 22:00 0.13 ---- ---- 0.11 1.57 0.17
 -------- 23:00 0.05 ---- ---- 0.08 1.52 0.08
 -------- 00:00 0.05 ---- ---- 0.12 1.48 0.14
 -------- 01:00 0.02 ---- ---- 0.07 1.41 0.05
 -------- 02:00 0.02 ---- ---- 0.04 1.40 0.01
 28.10.12 03:00 ---- ---- ---- 0.04 1.38 0.01
 -------- 04:00 ---- ---- ---- 0.01 1.39 0.00
 -------- 05:00 ---- ---- ---- ---- 1.39 0.01
 -------- 06:00 ---- ---- ---- ---- 1.36 0.00
 -------- 07:00 0.03 ---- ---- 0.02 1.39 0.01
 28.10.12 08:00 0.04 ---- ---- 0.03 1.40 0.01
 -------- 09:00 0.11 ---- ---- 0.06 1.45 0.02
 -------- 10:00 0.13 ---- ---- 0.08 1.61 0.02
 -------- 11:00 0.11 ---- ---- 0.10 1.51 0.04
 -------- 12:00 0.09 ---- ---- 0.09 1.45 0.04
 28.10.12 13:00 0.07 ---- ---- 0.09 1.45 0.04
 -------- 14:00 0.09 ---- ---- 0.10 1.48 0.06
 -------- 15:00 0.15 ---- ---- 0.11 1.55 0.07
 -------- 16:00 0.13 ---- ---- 0.10 1.58 0.08
 -------- 17:00 0.15 ---- ---- 0.10 1.60 0.09
 28.10.12 18:00 0.15 ---- ---- 0.12 1.65 0.13
 -------- 19:00 0.15 ---- ---- 0.10 1.63 0.11
 -------- 20:00 0.16 ---- ---- 0.10 1.64 0.10
 -------- 21:00 0.15 ---- ---- 0.07 1.58 0.07
 -------- 22:00 0.10 ---- ---- 0.07 1.49 0.04
 28.10.12 23:00 0.07 ---- ---- 0.08 1.49 0.05
 -------- 00:00 0.13 ---- ---- 0.09 1.63 0.16
 -------- 01:00 0.10 ---- ---- 0.10 1.60 0.10
 -------- 02:00 0.10 ---- ---- 0.09 1.61 0.09
 -------- 03:00 0.03 ---- ---- 0.05 1.43 0.02
 29.10.12 04:00 0.03 ---- ---- 0.04 1.42 0.02
 -------- 05:00 0.03 ---- ---- 0.04 1.41 0.02
 -------- 06:00 0.11 ---- ---- 0.06 1.45 0.05
 -------- 07:00 0.07 ---- ---- 0.07 1.47 0.05
 -------- 08:00 0.05 ---- ---- 0.08 1.53 0.05
 29.10.12 09:00 0.04 ---- ---- 0.08 1.46 0.05
 -------- 10:00 0.03 ---- ---- 0.09 1.46 0.06
 -------- 11:00 0.03 ---- ---- 0.09 1.45 0.05
