 Date Time CO NO2 CHX NO
 15.04.13 12:00 0.21 0.25 1.54 0.07
 -------- 13:00 0.23 0.18 1.63 0.02
 -------- 14:00 0.17 0.20 1.54 0.05
 -------- 15:00 0.17 0.19 1.48 0.05
 -------- 16:00 0.18 0.23 1.53 0.07
 15.04.13 17:00 0.20 0.24 1.56 0.08
 -------- 18:00 0.22 0.30 1.58 0.09
 -------- 19:00 0.20 0.27 1.56 0.03
 -------- 20:00 0.23 0.39 1.63 0.02
 -------- 21:00 0.25 0.40 1.63 0.02
 15.04.13 22:00 0.23 0.41 1.59 0.05
 -------- 23:00 0.24 0.51 1.61 0.21
 -------- 00:00 0.37 0.56 1.79 0.75
 -------- 01:00 0.25 0.44 1.62 0.26
 -------- 02:00 0.24 0.49 1.74 0.27
 16.04.13 03:00 0.24 0.52 1.82 0.46
 -------- 04:00 0.21 0.40 1.67 0.22
 -------- 05:00 0.34 0.54 1.89 0.73
 -------- 06:00 0.42 0.53 2.15 0.67
 -------- 07:00 0.67 0.55 2.10 1.09
 16.04.13 08:00 0.67 0.54 2.40 0.65
 -------- 09:00 0.32 0.41 1.72 0.30
 -------- 10:00 0.25 0.38 1.63 0.20
 -------- 11:00 0.27 0.41 1.68 0.20
 -------- 12:00 0.20 0.30 1.58 0.11
 16.04.13 13:00 0.23 0.30 1.63 0.17
 -------- 14:00 0.17 0.24 1.50 0.10
 -------- 15:00 0.15 0.20 1.49 0.06
 -------- 16:00 0.15 0.16 1.47 0.04
 -------- 17:00 0.15 0.16 1.46 0.04
