 Date Time CO NO2 CHX NO
 06.05.13 00:00 0.18 0.11 1.42 0.09
 -------- 01:00 0.17 0.12 1.41 0.04
 -------- 02:00 0.16 0.09 1.42 0.01
 -------- 03:00 0.15 0.11 1.45 0.00
 -------- 04:00 0.16 0.17 1.72 0.02
 06.05.13 05:00 0.17 0.17 1.92 0.02
 -------- 06:00 0.23 0.18 1.55 0.04
 -------- 07:00 0.22 0.16 1.48 0.03
 -------- 08:00 0.19 0.13 1.42 0.03
 -------- 09:00 0.17 0.11 1.40 0.03
 06.05.13 10:00 0.18 0.10 1.44 0.03
 -------- 11:00 0.16 0.08 1.41 0.02
 -------- 12:00 0.16 0.09 1.43 0.03
 -------- 13:00 0.19 0.09 1.42 0.02
 -------- 14:00 0.17 0.11 1.40 0.04
 06.05.13 15:00 0.16 0.10 1.40 0.03
 -------- 16:00 0.19 0.11 1.42 0.03
 -------- 17:00 0.17 0.10 1.40 0.01
 -------- 18:00 0.18 0.11 1.40 0.02
 -------- 19:00 0.18 0.12 1.40 0.02
 06.05.13 20:00 0.19 0.15 1.42 0.02
 -------- 21:00 0.18 0.15 1.43 0.02
 -------- 22:00 0.18 0.16 1.42 0.03
 -------- 23:00 0.20 0.18 1.51 0.03
 -------- 00:00 0.17 0.16 1.45 0.02
 07.05.13 01:00 0.16 0.13 1.39 0.01
 -------- 02:00 0.17 0.17 1.47 0.02
 -------- 03:00 0.18 0.21 1.50 0.03
 -------- 04:00 0.23 0.24 1.52 0.05
 -------- 05:00 0.24 0.25 1.57 0.10
 07.05.13 06:00 0.33 0.26 1.63 0.17
 -------- 07:00 0.30 0.20 1.64 0.08
 -------- 08:00 0.28 0.20 1.69 0.08
 -------- 09:00 0.33 0.25 1.65 0.17
 -------- 10:00 0.23 0.18 1.57 0.07
 07.05.13 11:00 0.22 0.18 1.58 0.08
 -------- 12:00 0.21 0.16 1.54 0.07
 -------- 13:00 0.22 0.18 1.54 0.10
 -------- 14:00 0.19 0.15 1.55 0.06
 -------- 15:00 0.20 0.15 1.58 0.06
 07.05.13 16:00 0.22 0.18 1.53 0.09
 -------- 17:00 0.19 0.17 1.52 0.05
 -------- 18:00 0.21 0.20 1.54 0.06
 -------- 19:00 0.27 0.27 1.63 0.16
 -------- 20:00 0.30 0.31 1.67 0.18
 07.05.13 21:00 0.34 0.40 1.75 0.14
 -------- 22:00 0.27 0.35 1.78 0.13
 -------- 23:00 0.38 0.42 2.01 0.44
