 Date Time CO NO2 CHX NO
 14.02.13 12:00 0.12 ---- 1.73 ----
 -------- 13:00 0.13 ---- 1.83 ----
 -------- 14:00 0.09 ---- 1.65 ----
 -------- 15:00 0.08 ---- 1.62 ----
 -------- 16:00 0.16 ---- 2.27 ----
 14.02.13 17:00 0.18 ---- 1.71 ----
 -------- 18:00 0.13 ---- 1.70 ----
 -------- 19:00 0.17 ---- 1.82 ----
 -------- 20:00 0.17 ---- 1.75 ----
 -------- 21:00 0.23 ---- 2.04 ----
 14.02.13 22:00 0.09 ---- 1.70 ----
 -------- 23:00 0.06 ---- 1.65 ----
 -------- 00:00 0.07 ---- 1.60 ----
 -------- 01:00 0.07 ---- 1.66 ----
 -------- 02:00 0.08 ---- 1.69 ----
 15.02.13 03:00 0.05 ---- 1.64 ----
 -------- 04:00 0.04 ---- 1.62 ----
 -------- 05:00 0.06 ---- 1.57 ----
 -------- 06:00 0.06 ---- 1.58 ----
 -------- 07:00 0.21 ---- 1.77 ----
 15.02.13 08:00 0.16 ---- 1.69 ----
 -------- 09:00 0.18 ---- 1.61 ----
 -------- 10:00 0.12 ---- 1.55 ----
 -------- 11:00 0.14 ---- 1.58 ----
 -------- 12:00 0.15 ---- 1.81 ----
 15.02.13 13:00 0.17 ---- 2.10 ----
 -------- 14:00 0.17 ---- 2.07 ----
 -------- 15:00 0.24 ---- 2.05 ----
 -------- 16:00 0.32 ---- 2.07 ----
 -------- 17:00 0.23 ---- 2.08 ----
 15.02.13 18:00 0.28 ---- 2.03 ----
 -------- 19:00 0.26 ---- 2.01 ----
 -------- 20:00 0.27 ---- 2.07 ----
 -------- 21:00 0.21 ---- 1.97 ----
 -------- 22:00 0.21 ---- 2.01 ----
 15.02.13 23:00 0.13 ---- 1.75 ----
 -------- 00:00 0.09 ---- 1.73 ----
 -------- 01:00 0.13 ---- 1.79 ----
 -------- 02:00 0.11 ---- 1.72 ----
 -------- 03:00 0.09 ---- 1.77 ----
 16.02.13 04:00 0.18 ---- 1.90 ----
 -------- 05:00 0.21 ---- 1.96 ----
 -------- 06:00 0.43 ---- 2.26 ----
 -------- 07:00 0.38 ---- 2.13 ----
 -------- 08:00 0.21 ---- 2.06 ----
 16.02.13 09:00 0.17 ---- 1.85 ----
 -------- 10:00 0.24 ---- 1.82 ----
 -------- 11:00 0.14 ---- 1.76 ----
