 Date Time CO NO2 CHX NO
 01.02.13 12:00 0.09 0.08 1.58 0.31
 -------- 13:00 0.06 0.05 1.56 0.24
 -------- 14:00 0.05 0.03 1.55 0.22
 -------- 15:00 0.07 0.14 1.57 0.28
 -------- 16:00 0.07 0.16 1.57 0.27
 01.02.13 17:00 0.09 0.20 1.59 0.28
 -------- 18:00 0.07 0.13 1.55 0.22
 -------- 19:00 0.10 0.10 1.57 0.20
 -------- 20:00 0.08 0.07 1.55 0.17
 -------- 21:00 0.08 0.07 1.52 0.20
 01.02.13 22:00 0.08 0.07 1.52 0.18
 -------- 23:00 0.06 0.04 1.50 0.17
 -------- 00:00 0.06 0.06 1.51 0.17
 -------- 01:00 0.09 0.15 1.67 0.36
 -------- 02:00 0.08 0.13 1.54 0.43
 02.02.13 03:00 0.06 0.11 1.54 0.41
 -------- 04:00 0.11 0.14 1.57 0.44
 -------- 05:00 0.22 0.22 1.74 1.29
 -------- 06:00 0.17 0.18 1.66 0.81
 -------- 07:00 0.06 0.07 1.55 0.20
