 Date Time CO SO2 H2S NO2 CHX NO
 29.03.13 12:00 0.04 0.01 0.12 0.16 1.46 0.10
 -------- 13:00 0.03 0.01 0.12 0.16 1.50 0.10
 -------- 14:00 0.05 0.00 0.12 0.17 1.49 0.09
 -------- 15:00 0.05 0.00 0.12 0.16 1.48 0.08
 -------- 16:00 0.03 0.00 0.12 0.16 1.48 0.08
 29.03.13 17:00 0.07 0.00 0.12 0.21 1.53 0.13
 -------- 18:00 0.07 0.01 0.12 0.17 1.47 0.07
 -------- 19:00 0.09 0.00 0.12 0.20 1.47 0.04
 -------- 20:00 0.15 0.00 0.12 0.37 1.58 0.09
 -------- 21:00 0.26 0.01 0.12 0.45 1.78 0.33
 29.03.13 22:00 0.78 0.03 0.38 0.58 2.46 1.48
 -------- 23:00 0.94 0.03 0.50 0.64 2.80 2.00
 -------- 00:00 0.59 0.03 0.46 0.55 2.21 1.39
 -------- 01:00 0.37 0.03 0.38 0.47 1.95 0.85
 -------- 02:00 0.35 0.02 0.33 0.45 1.97 0.80
 30.03.13 03:00 0.39 0.01 0.38 0.45 2.09 0.72
 -------- 04:00 0.22 0.01 0.33 0.40 1.84 0.30
 -------- 05:00 0.17 0.01 0.21 0.38 1.67 0.20
 -------- 06:00 0.35 0.01 0.25 0.39 1.86 0.38
 -------- 07:00 0.19 0.00 0.17 0.35 1.71 0.13
 30.03.13 08:00 0.14 0.00 0.21 0.33 1.61 0.10
 -------- 09:00 0.16 0.01 0.21 0.32 1.67 0.10
 -------- 10:00 0.13 0.01 0.12 0.27 1.68 0.07
 -------- 11:00 0.10 0.00 0.12 0.25 1.58 0.07
 -------- 12:00 0.07 0.00 0.12 0.15 1.51 0.03
 30.03.13 13:00 0.06 0.01 0.12 0.15 1.44 0.04
 -------- 14:00 0.05 0.01 ---- 0.10 1.42 0.02
 -------- 15:00 0.05 0.01 ---- 0.10 1.42 0.01
 -------- 16:00 0.07 0.01 ---- 0.14 1.44 0.05
 -------- 17:00 0.06 0.01 ---- 0.12 1.41 0.02
 30.03.13 18:00 0.05 0.01 ---- 0.12 1.43 0.01
 -------- 19:00 0.08 0.01 ---- 0.14 1.44 0.00
 -------- 20:00 0.08 0.01 ---- 0.14 1.44 0.01
 -------- 21:00 0.09 0.01 ---- 0.15 1.44 ----
 -------- 22:00 0.09 0.01 ---- 0.18 1.44 0.01
 30.03.13 23:00 0.08 0.01 ---- 0.13 1.42 0.00
 -------- 00:00 0.07 0.01 0.12 0.13 1.41 0.00
 -------- 01:00 0.06 0.01 ---- 0.12 1.41 0.00
 -------- 02:00 0.06 0.01 0.12 0.09 1.42 ----
 -------- 03:00 0.09 0.01 0.12 0.11 1.43 0.00
 31.03.13 04:00 0.08 0.01 0.12 0.12 1.42 0.00
 -------- 05:00 0.09 0.01 0.12 0.09 1.43 0.00
 -------- 06:00 0.09 0.01 0.12 0.10 1.40 0.00
 -------- 07:00 0.04 0.01 0.12 0.11 1.42 0.01
 -------- 08:00 0.05 0.01 0.12 0.15 1.46 0.02
 31.03.13 09:00 0.09 0.01 0.12 0.18 1.55 0.04
 -------- 10:00 0.11 0.01 0.12 0.22 1.57 0.09
 -------- 11:00 0.18 0.01 0.12 0.21 1.59 0.20
